Generation	Inchi	Smiles	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G2	OKVIFNQBEGMUGM	C(C(CO)=O)(CC(CO)O)=O	50.7285	C6H10O5	162.052825	-2.1864	0.045	5	3	94.83	-7.9949
G2	LZWSFTUENIWOJY	C(C(C(CC(CO)O)O)=O)=O	64.7371	C6H10O5	162.052825	-2.3675	-0.119	5	3	94.83	-5.906
G2	JVFNKFJEKRIBEO	C(C(CO)O)(CC(CO)=O)=O	46.4767	C6H10O5	162.052825	-2.1864	0.045	5	3	94.83	-7.1275
G2	IIVQAABKLUTFMY	C(C(CC(C(CO)=O)O)O)=O	65.1291	C6H10O5	162.052825	-2.3675	-0.119	5	3	94.83	-1.503
G2	RWEGJCQFZKJRNT	C(CCO)(C(C(CO)=O)O)=O	53.4177	C6H10O5	162.052825	-2.1864	0.045	5	3	94.83	-0.24532
G2	KQLFTMYZWPHWPS	C(C(C(C(CCO)O)=O)O)=O	60.0851	C6H10O5	162.052825	-2.3675	-0.119	5	3	94.83	-3.2446
G2	QORDBZPIKABGJM	C(CO)(C(CC(CO)=O)O)=O	51.3222	C6H10O5	162.052825	-2.1864	0.045	5	3	94.83	-0.64991
G2	ZAZMXMODCOTURY	C(C(C(CC(C=O)O)O)O)=O	58.9223	C6H10O5	162.052825	-2.5486	-0.283	5	3	94.83	-3.4916
G2	KFHNTUHHTDAEOF	C(C)(C(C(C(CO)=O)O)O)=O	73.2813	C6H10O5	162.052825	-2.2815	-0.063	5	3	94.83	1.7739
G2	LLJOTQMGGPLNOO	C(C(C(C=O)O)O)(C(C)O)=O	79.4675	C6H10O5	162.052825	-2.4626	-0.227	5	3	94.83	-2.9726
G2	DPJVCISCLBZLDP	C(CC(C(C(CO)=O)O)O)=O	60.8729	C6H10O5	162.052825	-2.3675	-0.119	5	3	94.83	-0.51952
G2	WZDHWMRAASHPBX	C(CN)(C(CO)O)=O	72.9896	C4H9NO3	119.058244	-2.44	0.161	4	3	83.55	0.16273
G2	QQXFGEUJKYXWND	C(CC(C(C(CO)O)=O)N)=O	73.3754	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-5.3195
G2	QXITZEVATLWTSU	C(C(CN)=O)(CC(CO)O)=O	68.1826	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-8.8018
G2	AKPTYEPQBXADSU	C(C(C(CC(CO)O)N)=O)=O	83.2104	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-9.7904
G2	NYUCQZKJTPTIPO	C(C(CO)O)(CC(CN)=O)=O	60.0829	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-4.7904
G2	KKYLFHXPUXAHIL	C(C(CC(C(CO)=O)N)O)=O	72.5387	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-5.7325
G2	TWFHIZFWGIYXLI	C(CCO)(C(C(CN)=O)O)=O	72.9243	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-1.1814
G2	CWMKSPUMOZECES	C(C(C(C(CCO)N)=O)O)=O	73.4435	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-7.3126
G2	FQEIXDZDGYVPNN	C(CN)(C(CC(CO)=O)O)=O	71.7918	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-0.88726
G2	VPDIKTZDHYWIDA	C(C(CC(C(C=O)O)O)N)=O	68.0027	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-3.2876
G2	SQOIZOFSPPKOGH	C(C)(C(C(C(CN)=O)O)O)=O	86.9095	C6H11NO4	161.068809	-2.6793	-0.139	5	3	100.62	0.94331
G2	OXDBNSYDHCFGAE	C(C(C(C=O)O)O)(C(C)N)=O	88.0375	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-2.5615
G2	RWAJAMVSHPQTTE	C(CC(C(C(CN)=O)O)O)=O	74.0406	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.3709
G2	UNXHWFMMPAWVPI	C(C(C(CO)O)O)O	67.858	C4H10O4	122.05791	-2.011	0.288	4	4	80.92	-1.1346
G2	OXFWZSUJNURRMW	C(CO)(CC(C(CO)O)O)=O	56.5248	C6H12O5	164.068475	-2.1552	0.096	5	4	97.99	-1.6379
G2	MSERTCQRMJDWLM	C(C(C(CO)O)O)(CCO)=O	51.537	C6H12O5	164.068475	-2.1552	0.096	5	4	97.99	-1.4929
G2	ZFKOVTBOKTVFNN	C(C(CO)O)(CC(CO)O)=O	53.8471	C6H12O5	164.068475	-2.1552	0.096	5	4	97.99	-3.0105
G2	IXDZFGATLNCIOI	C(C)(C(C(C(CO)O)O)O)=O	80.4735	C6H12O5	164.068475	-2.2503	-0.012	5	4	97.99	0.97333
G2	VRYALKFFQXWPIH	C(CC(C(C(CO)O)O)O)=O	85.4785	C6H12O5	164.068475	-2.3363	-0.068	5	4	97.99	-2.1384
G2	QITFYRWXWLBOON	C(C(C(C(CCO)O)O)O)=O	85.9222	C6H12O5	164.068475	-2.3363	-0.068	5	4	97.99	-4.2599
G2	JPIJQSOTBSSVTP	C(C(C(CO)O)O)(O)=O	55.6728	C4H8O5	136.037175	-2.3606	0.306	5	4	97.99	0.99073
G2	OOMLFVGHKQXLAI	C1(CC(C(C1(CO)O)O)O)=O	83.3414	C6H10O5	162.052825	-2.1834	0.063	5	4	97.99	1.5908
G2	KTMZJGYSSGDOQI	C(C1(C(C(CC1O)O)O)O)=O	83.7611	C6H10O5	162.052825	-2.5394	-0.101	5	4	97.99	-1.9574
G2	LNCPBFQXTAGTEN	C(CC(C(C(CO)O)N)=O)=O	54.8081	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-3.4704
G2	AEIDOSPMECBBFD	C(C(C(CC(CO)O)=O)N)=O	65.1356	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-7.6432
G2	AHIYIUNMGXQPLE	C(CC(C=O)O)(C(CO)N)=O	63.1112	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-7.441
G2	QWEHPYRKIXUATR	C(C(C(C=O)O)N)(CCO)=O	83.0835	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-5.2886
G2	IQUYTNXYQLFGFJ	C(C(C(C(C(C)=O)N)O)O)=O	86.8627	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-5.2603
G2	CCNHXUOYTNIIJI	C(C(C(CC(CO)=O)N)O)=O	68.3502	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-4.036
G2	MEFFHISDEHXYIV	C(C(C(C(C(C)=O)O)N)O)=O	94.9505	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-1.0901
G2	XEBRCGAKPBATGG	C(CC(C(C(C=O)O)N)O)=O	61.4726	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-1.534
G2	WIKTYYPIOVPRBF	C1(CC(C(C(CO)O)O1)O)=O	37.3529	C6H10O5	162.052825	-2.0417	-0.316	5	3	86.99	-1.6028
G2	QMKUJGYJIQIANY	C1(COC(C(CO)O)C1O)=O	91.658	C6H10O5	162.052825	-2.1839	0.014	5	3	86.99	0.90308
G2	CTMYXQCRPPOKCU	C1(C(O)OC(C(CO)O)C1)=O	47.5371	C6H10O5	162.052825	-1.6823	-0.199	5	3	86.99	-0.46531
G2	GONGZWHRWCYDTA	C1(C(C(CO)O)OC(C1)O)=O	26.5492	C6H10O5	162.052825	-1.6823	-0.199	5	3	86.99	0.032236
G2	VTYZWSTWPSLGHX	C(C)(C1C(C(C(O1)O)O)O)=O	380.492	C6H10O5	162.052825	-1.7826	-0.307	5	3	86.99	-1.7788
G2	FSEGFALCGGGEPO	C(CC1C(C(C(O)O1)O)O)=O	71.1674	C6H10O5	162.052825	-1.8686	-0.363	5	3	86.99	-4.3523
G2	DBXNZGWNBVNDSO	C1(CC(C(C(CO)O1)O)O)=O	60.967	C6H10O5	162.052825	-1.9844	-0.316	5	3	86.99	-0.45805
G2	OCLOLUFOLJIQDC	C1(COC(CO)C(C1O)O)=O	100.459	C6H10O5	162.052825	-2.1266	0.014	5	3	86.99	0.87265
G2	UHPMJDGOAZMIID	C1(C(O)OC(CO)C(C1)O)=O	64.5984	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	1.1869
G2	PVKLTCFYNBLGMN	C1(C(C(CO)OC(C1)O)O)=O	24.544	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	0.87833
G2	IOFQXNNENHCUQL	C1(C(C(O)OC(CO)C1)O)=O	46.5776	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	-2.3613
G2	NWAQREDMTHFVFF	C1(C(CO)OC(C(C1)O)O)=O	445.693	C6H10O5	162.052825	-1.625	-0.199	5	3	86.99	1.5058
G2	HOHFQGCXQDHZJL	C1(CC(C(C(CO1)O)O)O)=O	54.3342	C6H10O5	162.052825	-1.8925	-0.316	5	3	86.99	-3.4491
G2	DBLLDNNAYQFXMT	C1(COCC(C(C1O)O)O)=O	107.487	C6H10O5	162.052825	-2.0347	0.014	5	3	86.99	-3.6584
G2	FDUCWCLOCIPWJT	C1(C(O)OCC(C(C1)O)O)=O	63.8408	C6H10O5	162.052825	-1.5331	-0.199	5	3	86.99	-1.954
G2	PATGLOACTPYBAI	C1(C(C(COC(C1)O)O)O)=O	27.2973	C6H10O5	162.052825	-1.5331	-0.199	5	3	86.99	-2.0791
G2	KGUNYMYUWFWAAR	C1(C(C(O)OCC(C1)O)O)=O	54.3746	C6H10O5	162.052825	-1.5331	-0.199	5	3	86.99	1.879
G2	YYOBYHDYKCPMFE	C1(C(COC(C(C1)O)O)O)=O	48.904	C6H10O5	162.052825	-1.5331	-0.199	5	3	86.99	1.6367
G2	KRKZFVZQYDKETD	C1(C(C(C(O)OCC1)O)O)=O	46.8267	C6H10O5	162.052825	-1.5331	-0.199	5	3	86.99	0.82333
G2	QQYKOAFGQUCGEA	C1(COC(C(C(C1)O)O)O)=O	50.019	C6H10O5	162.052825	-1.5331	-0.199	5	3	86.99	1.906
G2	NTSRIUHAOCAOQN	C(C(C(CO)O)O)(N)=CC=O	72.9094	C6H11NO4	161.068809	-2.1312	-0.246	5	4	103.78	-3.275
G2	KGUHXLCVURNHSK	C(C(C(N)=CC(CO)O)O)=O	71.4139	C6H11NO4	161.068809	-2.1312	-0.246	5	4	103.78	-2.4329
G2	KXMAOQJMLAAVJY	C(C(C(CO)N)O)=O	60.4774	C4H9NO3	119.058244	-2.6211	-0.003	4	3	83.55	-5.6063
G2	CFIPTNRUUCHLRU	C(C(CC(C(CO)O)N)=O)=O	77.6759	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-2.7926
G2	OGOOLELVTMLOGV	C(CC(C(C(CO)N)O)=O)=O	63.7545	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-4.4812
G2	CWKBVHWILPQTCU	C(C(C(CC(CO)N)=O)O)=O	49.4259	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-8.2287
G2	NFNWRWYCUZAEON	C(CC(C=O)N)(C(CO)O)=O	79.0913	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-2.8044
G2	FDTPCSIZIQTINL	C(CC(C=O)O)(C(CN)O)=O	53.1112	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.8981
G2	RBDNNFSBBBQPHT	C(C(C(C(CCO)=O)O)N)=O	72.485	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-3.0129
G2	YFKHBAKJIYEAQE	C(C(C(C=O)O)O)(CCN)=O	54.1295	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.7585
G2	ZROWQRUORDMNAS	C(CC(C(C(C=O)O)O)N)=O	75.0517	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-1.7287
G2	FMAORJIQYMIRHF	C1C(C(C(O)O1)O)O	770.821	C4H8O4	120.04226	-1.5087	-0.007	4	3	69.92	-3.7555
G2	XCOLHFJYVWHMEU	C(C1(CC(C(CO)O1)O)O)=O	59.5419	C6H10O5	162.052825	-2.1333	-0.232	5	3	86.99	-4.1162
G2	OJFNRRYMUBSATR	C(CC1(C(C(CO1)O)O)O)=O	58.9854	C6H10O5	162.052825	-1.929	-0.232	5	3	86.99	-4.8683
G2	XSOCZPWENAPSDW	C(C(C1(CC(CO1)O)O)O)=O	61.1504	C6H10O5	162.052825	-2.0987	-0.232	5	3	86.99	-1.1589
G2	DNFROWGDJNTHSQ	C(C1C(CC(CO)(O1)O)O)=O	64.8761	C6H10O5	162.052825	-2.1333	-0.232	5	3	86.99	-6.0204
G2	DUPMVEXRXRIHES	C(C1C(C(C(C)(O1)O)O)O)=O	442.46	C6H10O5	162.052825	-2.0587	-0.34	5	3	86.99	-3.0074
G2	DLPYFNDTPUTRMF	C(C(C1C(CC(O)O1)O)O)=O	66.2543	C6H10O5	162.052825	-2.0383	-0.363	5	3	86.99	-3.1375
G2	LBJWYRASHSNTEP	C(C1(CC(C(CO1)O)O)O)=O	450.218	C6H10O5	162.052825	-2.0414	-0.232	5	3	86.99	-5.9432
G2	MRAMFUAQJIBLST	C(C1C(C(CC(O1)O)O)O)=O	55.8802	C6H10O5	162.052825	-1.981	-0.363	5	3	86.99	-1.8694
G2	BPJVQNJYFQFSLO	C(C(C(CO)O)O)(C(CN)O)=O	95.9765	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	0.077742
G2	WENKHRNUXJHGLX	C(CO)(C(C(C(CO)O)O)N)=O	106.98	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	-0.75272
G2	WZDHWMRAASHPBX	C(CN)(C(CO)O)=O	72.9896	C4H9NO3	119.058244	-2.44	0.161	4	3	83.55	0.16273
G2	FZHXIRIBWMQPQF	C(C(C(C(C(CO)O)O)O)N)=O	110.945	C6H13NO5	179.079374	-3.7559	0.255	6	5	124.01	-1.7276
G2	GVVRLZJIZJWSMN	C(C(C(CO)O)O)(C(CO)N)=O	113.977	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	-5.0801
G2	QXIZHCOANVTGFW	C(C(C(CO)O)O)(C(CN)N)=O	124.957	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	-2.0484
G2	QQXFGEUJKYXWND	C(CC(C(C(CO)O)=O)N)=O	73.3754	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-5.3195
G2	QXITZEVATLWTSU	C(C(CN)=O)(CC(CO)O)=O	68.1826	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-8.8018
G2	AKPTYEPQBXADSU	C(C(C(CC(CO)O)N)=O)=O	83.2104	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-9.7904
G2	NYUCQZKJTPTIPO	C(C(CO)O)(CC(CN)=O)=O	60.0829	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-4.7904
G2	KKYLFHXPUXAHIL	C(C(CC(C(CO)=O)N)O)=O	72.5387	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-5.7325
G2	TWFHIZFWGIYXLI	C(CCO)(C(C(CN)=O)O)=O	72.9243	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-1.1814
G2	CWMKSPUMOZECES	C(C(C(C(CCO)N)=O)O)=O	73.4435	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-7.3126
G2	FQEIXDZDGYVPNN	C(CN)(C(CC(CO)=O)O)=O	71.7918	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-0.88726
G2	VPDIKTZDHYWIDA	C(C(CC(C(C=O)O)O)N)=O	68.0027	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-3.2876
G2	SQOIZOFSPPKOGH	C(C)(C(C(C(CN)=O)O)O)=O	86.9095	C6H11NO4	161.068809	-2.6793	-0.139	5	3	100.62	0.94331
G2	RWAJAMVSHPQTTE	C(CC(C(C(CN)=O)O)O)=O	94.7644	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.3709
G2	YHSJBTWEGHPLNL	C(CN)(C(C(C(CO)O)O)N)=O	127.761	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	-1.5222
G2	UFVAKBOWVFHGBO	C(C(C(C(C(CO)O)N)O)O)O	104.474	C6H15NO5	181.095024	-3.5436	0.47	6	6	127.17	0.074695
G2	LNCPBFQXTAGTEN	C(CC(C(C(CO)O)N)=O)=O	54.8081	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-3.4704
G2	AEIDOSPMECBBFD	C(C(C(CC(CO)O)=O)N)=O	65.1356	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-7.6432
G2	AHIYIUNMGXQPLE	C(CC(C=O)O)(C(CO)N)=O	63.1112	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-7.441
G2	QWEHPYRKIXUATR	C(C(C(C=O)O)N)(CCO)=O	83.0835	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-5.2886
G2	IQUYTNXYQLFGFJ	C(C(C(C(C(C)=O)N)O)O)=O	86.8627	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-5.2603
G2	CCNHXUOYTNIIJI	C(C(C(CC(CO)=O)N)O)=O	68.3502	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-4.036
G2	MEFFHISDEHXYIV	C(C(C(C(C(C)=O)O)N)O)=O	94.9505	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-1.0901
G2	XEBRCGAKPBATGG	C(CC(C(C(C=O)O)N)O)=O	61.4726	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-1.534
G2	KXMAOQJMLAAVJY	C(C(C(CO)N)O)=O	60.4774	C4H9NO3	119.058244	-2.6211	-0.003	4	3	83.55	-5.6063
G2	ISGLIVNHDPLUFG	C(CO)(C(C(C(CO)O)N)O)=O	109.85	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	1.6754
G2	KTLZNQVCIYBNIW	C(CN)(C(C(C(CO)O)N)O)=O	122.778	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	0.53658
G2	CFIPTNRUUCHLRU	C(C(CC(C(CO)O)N)=O)=O	77.6759	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-2.7926
G2	OGOOLELVTMLOGV	C(CC(C(C(CO)N)O)=O)=O	63.7545	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-4.4812
G2	CWKBVHWILPQTCU	C(C(C(CC(CO)N)=O)O)=O	49.4259	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-8.2287
G2	NFNWRWYCUZAEON	C(CC(C=O)N)(C(CO)O)=O	79.0913	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-2.8044
G2	FDTPCSIZIQTINL	C(CC(C=O)O)(C(CN)O)=O	53.1112	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.8981
G2	RBDNNFSBBBQPHT	C(C(C(C(CCO)=O)O)N)=O	72.485	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-3.0129
G2	YFKHBAKJIYEAQE	C(C(C(C=O)O)O)(CCN)=O	54.1295	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.7585
G2	ZROWQRUORDMNAS	C(CC(C(C(C=O)O)O)N)=O	75.0517	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-1.7287
G2	BCFSSHCZTMDDSA	C(C1C(C(C(CN)(O)O1)O)O)O	124.627	C6H13NO5	179.079374	-3.1709	0.306	6	5	116.17	-2.1116
G2	KKEUNLQCVNSTTP	C(C(C1C(C(C(O)O1)O)N)O)O	98.8893	C6H13NO5	179.079374	-3.0759	0.175	6	5	116.17	0.38066
G2	IXZISFNWUWKBOM	C1C(C(C(C(CN)(O)O1)O)O)O	512.472	C6H13NO5	179.079374	-3.079	0.306	6	5	116.17	-4.2343
G2	BQCCAEOLPYCBAE	C(C1C(C(C(C(O)O1)O)N)O)O	545.411	C6H13NO5	179.079374	-3.0186	0.175	6	5	116.17	0.8094
G2	PIXGAXWTOCUWQG	C1C(C(C(C(C(O)O1)O)N)O)O	95.7964	C6H13NO5	179.079374	-2.9267	0.175	6	5	116.17	-2.722
G3	SLBWSONHNKBIMR	C1(C(C(C(C1)O)O)O)=O	58.6043	C5H8O4	132.04226	-1.5547	-0.335	4	3	77.76	1.5676
G3	DDAFIEJZOHGAHJ	C1(C(C(C(CC1O)O)O)O)=O	475.774	C6H10O5	162.052825	-2.0648	-0.206	5	4	97.99	1.1134
G3	PMAODVYIDXXALG	C1(C(C(C(C1)O)(CO)O)O)=O	83.1299	C6H10O5	162.052825	-2.1834	0.063	5	4	97.99	1.5117
G3	ZMGSZYMAJOOYKF	C1(C(CC(CO)(C1O)O)O)=O	82.0713	C6H10O5	162.052825	-2.1834	0.063	5	4	97.99	-1.9174
G3	UHQNRQMTZAQCBL	C1(C(C(C(CO)(C1)O)O)O)=O	84.0329	C6H10O5	162.052825	-2.1834	0.063	5	4	97.99	-1.6374
G3	QCSROUGOTJEQJK	C1(C(C(C(C)(C1O)O)O)O)=O	446.883	C6H10O5	162.052825	-2.1088	-0.045	5	4	97.99	2.6872
G3	DNWNZFQXCIWUSQ	C1(C(C(CC(C1O)O)O)O)=O	107.317	C6H10O5	162.052825	-2.0648	-0.206	5	4	97.99	0.69015
G3	QNCJVABCUQWVEA	C1(C(C(C(CC1N)O)O)O)=O	485.093	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	-2.5276
G3	IVFIKRYAKGDUCF	C1(C(C(C(C1)O)(CN)O)O)=O	86.0697	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	1.7558
G3	RWTXOXXIKYSSBT	C1(C(CC(CO)(C1N)O)O)=O	101.419	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	-4.0685
G3	XOHJPJMWGWTVTN	C1(C(C(C(CN)(C1)O)O)O)=O	86.2959	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	1.5948
G3	HNNHXMONWFMOCV	C1(C(C(C(C)(C1N)O)O)O)=O	467.392	C6H11NO4	161.068809	-2.5066	-0.121	5	4	103.78	-3.1955
G3	WWIBEYKNDORSPC	C1(C(C(CC(C1N)O)O)O)=O	123.133	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	-0.77617
G3	BJSQKFGBCNITIV	C1(C(C(C(C1CO)O)O)N)=O	71.6306	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	-1.2779
G3	WAKARUXQIXQJOH	C1(C(C(C(C(C1)O)O)O)N)=O	461.717	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	-0.17
G3	FSUGCKMUTGKWIE	C1(C(C(C(C(C1)N)O)O)O)=O	568.954	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	1.5716
G3	CLCXFWFNEQXJJE	C1(C(C(C(C(C1)O)O)N)O)=O	525.073	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	2.0641
G3	LDPWTVIHCCDZGC	C(C1C(C(C(C1O)O)N)O)=O	74.6186	C6H11NO4	161.068809	-2.9659	-0.228	5	4	103.78	-1.9614
G3	UDGPTYYVDNKAPG	C1C(C(C(C(C=1)=O)O)O)O	463.572	C6H8O4	144.04226	-1.4881	-0.377	4	3	77.76	1.3477
G3	XVMNUQMYEWNJFV	C1(C(C(C(C1CO)O)N)O)=O	57.2648	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	0.79061
G3	OUBOXMCKEXJYDL	C1(C(C(C(C1CN)O)O)O)=O	65.1444	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	0.4905
G3	GMVRUGGDQSSAAL	C(C1C(C(C(C1N)O)O)O)=O	62.8871	C6H11NO4	161.068809	-2.9659	-0.228	5	4	103.78	-1.9255
G3	HCDKHGUYCIRFGC	C(C(C)(C(C(CO)=O)O)O)=O	86.0292	C6H10O5	162.052825	-2.4413	0.042	5	3	94.83	-0.52167
G3	GBYNVYGBOCCFCK	C(C(CC(CO)(CO)O)=O)=O	62.7861	C6H10O5	162.052825	-2.3462	0.15	5	3	94.83	-7.593
G3	XIIKTJZKWRJKSI	C(C(C(C(CO)=O)O)O)=O	80.4566	C5H8O5	148.037175	-2.8219	0.151	5	3	94.83	-1.1285
G3	HFVQLJMYXMMRQM	C(CO)(C(C(CO)(C)O)O)=O	78.8865	C6H12O5	164.068475	-2.229	0.257	5	4	97.99	-0.31167
G3	SUYWWIOIVQEMNS	C(CO)(CC(CO)(CO)O)=O	65.7252	C6H12O5	164.068475	-2.1339	0.365	5	4	97.99	-3.4522
G3	RBBKOZMUCUHIQM	C(C)(C(C(CO)(CO)O)O)=O	81.8404	C6H12O5	164.068475	-2.229	0.257	5	4	97.99	-0.70208
