Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	C(CO)(C(C=CC(CO)=O)O)=O	RLTIJYUDUOSZQT	174.05282342	C7H10O5	7	10	5	-1.9842	0.003	5	3	94.83	1.9876
G4	C(CO)(C(C(CO)=CC=O)O)=O	IDWZKXCPEJKMIX	174.05282342	C7H10O5	7	10	5	-1.9182	0.093	5	3	94.83	-2.1435
G4	C(CO)(CO)=C(C=O)C(CO)=O	VWXLCCOTXNDIMK	174.05282342	C7H10O5	7	10	5	-1.6711	0.347	5	3	94.83	-2.9197
G4	C(C(C(C(C(CO)=O)O)=C)O)=O	QDDRGSGJGMSHIW	174.05282342	C7H10O5	7	10	5	-1.9466	-0.182	5	3	94.83	-3.7315
G4	C(C(C(C=C(CO)CO)=O)O)=O	WDYBUBKFSGPAIJ	174.05282342	C7H10O5	7	10	5	-1.9182	0.093	5	3	94.83	-2.6545
G4	C(C(CO)O)(C(C=CC=O)O)=O	GNPLFCOCLCIDJK	174.05282342	C7H10O5	7	10	5	-2.1653	-0.161	5	3	94.83	-3.421
G4	C(CO)(C(CO)O)=C(C=O)C=O	WONGYZMSIAKBOU	174.05282342	C7H10O5	7	10	5	-1.8522	0.183	5	3	94.83	-2.9004
G4	C(C(CO)O)(C(C(C=O)=C)O)=O	MCFLXPMPDIAITK	174.05282342	C7H10O5	7	10	5	-1.9466	-0.182	5	3	94.83	-4.7703
G4	C(CO)(C(CO)O)=CC(C=O)=O	ZFSFLFXNGGPTTP	174.05282342	C7H10O5	7	10	5	-1.9182	0.093	5	3	94.83	-1.6655
G4	C(C(CO)O)(C(C=C)O)=O	UTVACRZPVNFTAY	146.0579088	C6H10O4	6	10	4	-1.414	-0.35	4	3	77.76	-4.3102
G4	C(CO)(C(CO)O)=CC=O	KDTARIVMOHCIPX	146.0579088	C6H10O4	6	10	4	-1.3196	0.015	4	3	77.76	-4.0541
G4	C(C(CO)(CO)O)=C(C=O)C=O	UMAKYZYYOVNWPU	174.05282342	C7H10O5	7	10	5	-2.078	0.198	5	3	94.83	-4.0825
G4	C(C(CO)(CO)O)=CC(C=O)=O	LTIRHYWIMKFVNY	174.05282342	C7H10O5	7	10	5	-2.144	0.108	5	3	94.83	-3.2736
G4	C(C(CO)(CO)O)=CC=O	SQFYXQYOJZICDA	146.0579088	C6H10O4	6	10	4	-1.5454	0.03	4	3	77.76	-5.927
G4	C(C(CO)(C(CO)O)O)=CC=O	DSCPALJJKCCNIZ	176.068473484	C7H12O5	7	12	5	-2.1128	0.159	5	4	97.99	-3.9561
G4	C(C(CO)O)=C(C(C=O)=O)CO	HIJFKXPRWSICTL	174.05282342	C7H10O5	7	10	5	-1.9182	0.093	5	3	94.83	-1.6966
G4	C=C(C(C=O)=O)C(C(CO)O)O	KPHHNFHJVQFRKU	174.05282342	C7H10O5	7	10	5	-1.9466	-0.182	5	3	94.83	-6.8028
G4	C(C(C(C=O)=CC(CO)O)O)=O	LTEJFAGLZBOEOX	174.05282342	C7H10O5	7	10	5	-2.0993	-0.071	5	3	94.83	-2.5242
G4	C(C=C(C=O)C(C(CO)O)O)=O	DJIKJSRAGJGUJU	174.05282342	C7H10O5	7	10	5	-2.0993	-0.071	5	3	94.83	-4.2029
G4	C(C(CO)O)=C(C=O)C(CO)=O	RTWVABKNKOFSPR	174.05282342	C7H10O5	7	10	5	-1.9182	0.093	5	3	94.83	-1.0945
G4	C(C(C(C=CC(CO)O)=O)O)=O	SJAWSEOWMCPSQY	174.05282342	C7H10O5	7	10	5	-2.1653	-0.161	5	3	94.83	-1.3615
G4	C(C(C(CO)O)O)=C(C=O)C=O	RMZAPPNFJZCTJK	174.05282342	C7H10O5	7	10	5	-2.0993	-0.071	5	3	94.83	-2.6029
G4	C(C(C(CO)O)O)=CC(C=O)=O	NQAFOFVDMKMJNZ	174.05282342	C7H10O5	7	10	5	-2.1653	-0.161	5	3	94.83	-1.8304
G4	C(C(C(CO)O)O)=CC=O	FWHVARNGXXGMQK	146.0579088	C6H10O4	6	10	4	-1.5667	-0.239	4	3	77.76	-4.455
G4	C(C(C=C)(C(C(CO)O)O)O)=O	UAXSVGMKIGOPFX	176.068473484	C7H12O5	7	12	5	-2.1412	-0.116	5	4	97.99	-6.9315
G4	C(CO)(C(C=CC=O)(CO)O)=O	UMHOJKRAGQASMZ	174.05282342	C7H10O5	7	10	5	-2.144	0.108	5	3	94.83	-1.9295
G4	C(CO)(C(C(C=O)=C)(CO)O)=O	JCMDTTIPZVRGJR	174.05282342	C7H10O5	7	10	5	-1.9253	0.087	5	3	94.83	-3.2111
G4	C(CO)(C(C=C)(CO)O)=O	PDRORZRPYUMUBN	146.0579088	C6H10O4	6	10	4	-1.3927	-0.081	4	3	77.76	-2.7523
G4	C(C(C=CC=O)(CO)O)(O)=O	ALPCBSFUTWVXAR	160.037173356	C6H8O5	6	8	5	-1.895	0.048	5	3	94.83	-2.8978
G4	C(C(C(C=O)=C)(CO)O)(O)=O	NXOPEAHRDGJIID	160.037173356	C6H8O5	6	8	5	-1.6763	0.027	5	3	94.83	-3.9125
G4	C(C(C=C)(CO)O)(O)=O	SLQLBHNBWFDOTA	132.042258736	C5H8O4	5	8	4	-1.1437	-0.141	4	3	77.76	-3.7615
G4	C(C(C=C)(C(CO)O)O)(O)=O	UBOBDYAIMZCIFV	162.05282342	C6H10O5	6	10	5	-1.7111	-0.012	5	4	97.99	-3.4028
G4	C(C(C(C=O)=CCO)(CO)O)=O	QYXNYILOLILBOP	174.05282342	C7H10O5	7	10	5	-2.078	0.198	5	3	94.83	-2.1391
G4	C(C(C=CC(C=O)O)(CO)O)=O	LYWDIWUYNWXSBF	174.05282342	C7H10O5	7	10	5	-2.3251	-0.056	5	3	94.83	-2.8925
G4	C(C(C=CC(CO)=O)(CO)O)=O	RRADNGBQFCKXCM	174.05282342	C7H10O5	7	10	5	-2.144	0.108	5	3	94.83	-1.0193
G4	C(C(C(CO)=CC=O)(CO)O)=O	BVTVXNCXADUDHM	174.05282342	C7H10O5	7	10	5	-2.078	0.198	5	3	94.83	-3.7457
G4	C(C(C(C(C=O)O)=C)(CO)O)=O	BFQKLKOHPSELED	174.05282342	C7H10O5	7	10	5	-2.1064	-0.077	5	3	94.83	-5.2416
G4	C(C(C=CC=O)(C(CO)O)O)=O	NPHYJEYNRMGPBT	174.05282342	C7H10O5	7	10	5	-2.3251	-0.056	5	3	94.83	-4.0158
G4	C(C(C(C=O)=C)(C(CO)O)O)=O	ZWYQYCMWDIBYBU	174.05282342	C7H10O5	7	10	5	-2.1064	-0.077	5	3	94.83	-5.2946
G4	C(C(C=C)(C(CO)O)O)=O	BGUMJEMAYDEYPG	146.0579088	C6H10O4	6	10	4	-1.5738	-0.245	4	3	77.76	-7.084
G4	C(C(C(C=O)=CCO)O)(O)=O	AIVRAUGMMPGMCT	160.037173356	C6H8O5	6	8	5	-1.6692	0.033	5	3	94.83	-1.4171
G4	C(C(C=CC(C=O)O)O)(O)=O	PEPIEXUFPJZRNL	160.037173356	C6H8O5	6	8	5	-1.9163	-0.221	5	3	94.83	-2.3055
G4	C(C(C=CC(CO)=O)O)(O)=O	FDUGJRLCNSXSPT	160.037173356	C6H8O5	6	8	5	-1.7352	-0.057	5	3	94.83	1.4947
G4	C(C(C(CO)=CC=O)O)(O)=O	PZAZEKSXKIWDLK	160.037173356	C6H8O5	6	8	5	-1.6692	0.033	5	3	94.83	-3.0132
G4	C(C(C(C(C=O)O)=C)O)(O)=O	LJILFYPHHYMXKP	160.037173356	C6H8O5	6	8	5	-1.6976	-0.242	5	3	94.83	-4.5118
G4	C(C=CC(C(CO)O)=O)(O)=O	BMYBOMOLGKNMBZ	160.037173356	C6H8O5	6	8	5	-1.7352	-0.057	5	3	94.83	2.5159
G4	C(C(C(C=CCO)=O)O)(O)=O	DDBPNMRENRUWPL	160.037173356	C6H8O5	6	8	5	-1.7352	-0.057	5	3	94.83	0.51742
G4	C(C(CO)O)=CC(C(O)=O)=O	VLFRVDIMPKLKEE	160.037173356	C6H8O5	6	8	5	-1.7352	-0.057	5	3	94.83	-6.7859
G4	C(CO)(C1C(CC(O1)O)O)=O	RTXYHPSDHUSVIE	162.05282342	C6H10O5	6	10	5	-1.8572	-0.199	5	3	86.99	0.44116
G4	C(C1C(O)OCC1(CO)O)=O	YQJYNRAYEJWUKI	162.05282342	C6H10O5	6	10	5	-2.155	0.124	5	3	86.99	-2.3347
G4	C(C1(CC(CO)(CO1)O)O)=O	KRJMEOLMYNVBJJ	162.05282342	C6H10O5	6	10	5	-2.16	0.037	5	3	86.99	-6.1083
G4	C1(C(O)OC(CO)(CO)C1)=O	TZVHWLZLDYVJSV	162.05282342	C6H10O5	6	10	5	-1.7436	0.07	5	3	86.99	-5.6535
G4	C1C(CO)(CC(O)O1)O	SPLNEWWVRDGZOV	134.0579088	C5H10O4	5	10	4	-1.2853	-0.008	4	3	69.92	-2.8996
G4	C1C(CC(O)O1)(C(CO)O)O	VTVRXQDXMNUSBX	164.068473484	C6H12O5	6	12	5	-1.8527	0.121	5	4	90.15	0.64984
G4	C(C1(CC(O)OC1CO)O)O	DWGCZUPQLPBMMR	164.068473484	C6H12O5	6	12	5	-1.8873	0.121	5	4	90.15	-4.0374
G4	C(C1(CO)C(CC(O)O1)O)O	IBIGERKPHGAXTQ	164.068473484	C6H12O5	6	12	5	-1.8873	0.121	5	4	90.15	-2.7309
G4	C(C1(CC(C(CO)O1)O)O)=O	XCOLHFJYVWHMEU	162.05282342	C6H10O5	6	10	5	-2.1333	-0.232	5	3	86.99	-4.1162
G4	C(C1C(CC(O)O1)O)O	PDWIQYODPROSQH	134.0579088	C5H10O4	5	10	4	-1.2586	-0.277	4	3	69.92	-1.34
G4	C(C(C1C(CC(O)O1)O)O)O	GJVJUCHZHYDRCU	164.068473484	C6H12O5	6	12	5	-1.826	-0.148	5	4	90.15	-1.154
G4	C1C(CO)(C(C(O)O1)O)O	ASNHGEVAWNWCRQ	150.05282342	C5H10O5	5	10	5	-2.1374	0.391	5	4	90.15	0.040426
G4	C1C(C(C(CO)(O)O1)O)O	LQXVFWRQNMEDEE	150.05282342	C5H10O5	5	10	5	-2.1711	0.253	5	4	90.15	-3.5607
G4	C(C1(C(CO)C(CO1)O)O)=O	MZDPXEAQGDVOPV	162.05282342	C6H10O5	6	10	5	-2.1887	-0.014	5	3	86.99	-2.2275
G4	C1(C(O)OC(CO)C1CO)=O	CJCDVWPIOFYUOE	162.05282342	C6H10O5	6	10	5	-1.7723	0.019	5	3	86.99	0.2819
G4	C(C(C1C(CC(O)O1)O)O)=O	DLPYFNDTPUTRMF	162.05282342	C6H10O5	6	10	5	-2.0383	-0.363	5	3	86.99	-3.1375
G4	C(C(C1CC(C(O)O1)O)O)=O	NMRPPLQOBQIKCK	162.05282342	C6H10O5	6	10	5	-2.0383	-0.363	5	3	86.99	-3.0518
G4	C(C(C1C(O)OCC1O)O)=O	PYBCSDYNBDGVJP	162.05282342	C6H10O5	6	10	5	-2.0937	-0.145	5	3	86.99	-2.557
G4	C(C1C(CO)OC(C1O)O)=O	JTOFKSVWHOIVAJ	162.05282342	C6H10O5	6	10	5	-2.1283	-0.145	5	3	86.99	-3.0375
G4	C(C1C(CC(CO)(O1)O)O)=O	DNFROWGDJNTHSQ	162.05282342	C6H10O5	6	10	5	-2.1333	-0.232	5	3	86.99	-6.0204
G4	C(C1C(CO)(CC(O1)O)O)=O	WEKMDDQOENUWCC	162.05282342	C6H10O5	6	10	5	-2.0996	-0.094	5	3	86.99	-5.8855
G4	C(CC1(COC(C1O)O)O)=O	UOAVHWJOXPHMBZ	162.05282342	C6H10O5	6	10	5	-1.8953	-0.094	5	3	86.99	-1.3649
G4	C(C1C(CO)(O)OCC1O)=O	NPTRUIBZTVLGTH	162.05282342	C6H10O5	6	10	5	-2.1887	-0.014	5	3	86.99	-2.4406
G4	C(CC1(C(C(CO1)O)O)O)=O	OJFNRRYMUBSATR	162.05282342	C6H10O5	6	10	5	-1.929	-0.232	5	3	86.99	-4.8683
G4	C(C1C(C(C(C)(O1)O)O)O)=O	DUPMVEXRXRIHES	162.05282342	C6H10O5	6	10	5	-2.0587	-0.34	5	3	86.99	-3.0074
G4	C(C1C(C)(C(C(O1)O)O)O)=O	GWTCQJOEFRMYTB	162.05282342	C6H10O5	6	10	5	-2.025	-0.202	5	3	86.99	-0.43322
G4	C(C(C1(CC(CO1)O)O)O)=O	XSOCZPWENAPSDW	162.05282342	C6H10O5	6	10	5	-2.0987	-0.232	5	3	86.99	-1.1589
G4	C1(C(O)OC(CO)C1O)=O	UEOOBZKAARMIMK	148.037173356	C5H8O5	5	8	5	-1.967	0.071	5	3	86.99	0.046362
G4	C(C1(C(C(CO1)O)O)O)=O	ZZXLEJIKKHORGF	148.037173356	C5H8O5	5	8	5	-2.3834	0.038	5	3	86.99	-5.4764
G4	C(C1(COC(C1O)O)O)=O	VMXYFFQICSQARG	148.037173356	C5H8O5	5	8	5	-2.3497	0.176	5	3	86.99	-2.0189
G4	C(C1(CO)C(CC(O1)O)O)=O	WPQDIHBVXJNACK	162.05282342	C6H10O5	6	10	5	-2.0996	-0.094	5	3	86.99	-3.4131
G4	C(C1(COC(C1(C)O)O)O)=O	CNVMDMVNMGDDBX	162.05282342	C6H10O5	6	10	5	-2.0517	0.067	5	3	86.99	-0.3902
G4	C(C1(COC(C)(C1O)O)O)=O	KKSKDVAZHJYOIJ	162.05282342	C6H10O5	6	10	5	-2.0854	-0.071	5	3	86.99	-0.30401
G4	C1C(C(C(O)O1)(C(C)O)O)O	INKHWIYDHMSDMO	164.068473484	C6H12O5	6	12	5	-1.7781	0.013	5	4	90.15	-1.8433
G4	C(C1(C(C)(O)OCC1O)O)=O	RCSJTYXNJNIRAA	162.05282342	C6H10O5	6	10	5	-2.0854	-0.071	5	3	86.99	-2.13
G4	C(C1C(CC(O1)O)O)(O)=O	ARZAXRVZOKSZSH	148.037173356	C5H8O5	5	8	5	-1.6082	-0.259	5	3	86.99	-1.455
G4	C(C1(C(CO)OC(C1)O)O)=O	LEYVRCZGYVTJIM	162.05282342	C6H10O5	6	10	5	-2.0996	-0.094	5	3	86.99	-4.2124
G4	C(C1(COC(CO)(C1)O)O)=O	RVQWMQLGLOKGDD	162.05282342	C6H10O5	6	10	5	-2.16	0.037	5	3	86.99	-6.3099
G4	C(C1(CC(CO1)O)O)(O)=O	DONPUMGGARYEMQ	148.037173356	C5H8O5	5	8	5	-1.6686	-0.128	5	3	86.99	-0.30481
G4	C1(COC(C(C1O)O)O)=O	UWORKXAOYBCSMC	148.037173356	C5H8O5	5	8	5	-1.8751	0.071	5	3	86.99	1.3572
G4	C1(COC(C(C)(C1O)O)O)=O	NPHQHBIAJQDPRC	162.05282342	C6H10O5	6	10	5	-1.5771	-0.038	5	3	86.99	3.2009
G4	C1(COC(C)(C(C1O)O)O)=O	DTLOHBTXNIYNQB	162.05282342	C6H10O5	6	10	5	-1.6108	-0.176	5	3	86.99	2.8959
G4	C1(C(O)OCC(CO)(C1)O)=O	VVWKTMFZWQQERU	162.05282342	C6H10O5	6	10	5	-1.6517	0.07	5	3	86.99	-1.8624
G4	C1C(C(CO)(CC(O)O1)O)O	TUSOLGWXDKFXGR	164.068473484	C6H12O5	6	12	5	-1.7954	0.121	5	4	90.15	-4.2723
G4	C1C(CO)(C(CC(O)O1)O)O	IITUNCPBJUZGAY	164.068473484	C6H12O5	6	12	5	-1.7954	0.121	5	4	90.15	0.64021
G4	C(C1(CC(C(CO1)O)O)O)=O	LBJWYRASHSNTEP	162.05282342	C6H10O5	6	10	5	-2.0414	-0.232	5	3	86.99	-5.9432
G4	C1C(C(CC(O)O1)O)O	ZVQAVWAHRUNNPG	134.0579088	C5H10O4	5	10	4	-1.1667	-0.277	4	3	69.92	-3.1401
G4	C(C1C(C(CC(O)O1)O)O)O	PMMURAAUARKVCB	164.068473484	C6H12O5	6	12	5	-1.7687	-0.148	5	4	90.15	-0.051048
G4	C(C1(C(C(O)OCC1)O)O)=O	SCNGPNFGUQYNPX	162.05282342	C6H10O5	6	10	5	-2.0077	-0.094	5	3	86.99	-3.1015
G4	C1(C(O)OCC(C1CO)O)=O	PSWFZVWZHOZKFP	162.05282342	C6H10O5	6	10	5	-1.6804	0.019	5	3	86.99	0.65879
G4	C(C1C(C(CC(O1)O)O)O)=O	MRAMFUAQJIBLST	162.05282342	C6H10O5	6	10	5	-1.981	-0.363	5	3	86.99	-1.8694
G4	C(C1C(CC(C(O1)O)O)O)=O	PETLSUCAXIXBRS	162.05282342	C6H10O5	6	10	5	-1.981	-0.363	5	3	86.99	-1.9515
G4	C(C1CC(C(C(O1)O)O)O)=O	HCKSFUVFYRVDDY	162.05282342	C6H10O5	6	10	5	-1.981	-0.363	5	3	86.99	-2.868
G4	C(C1C(C(O)OCC1O)O)=O	XPAXLUGNLUCGGE	162.05282342	C6H10O5	6	10	5	-2.0364	-0.145	5	3	86.99	-2.4846
G4	C1(C(O)OCC(C1O)O)=O	OFKXRTOSNFSKMK	148.037173356	C5H8O5	5	8	5	-1.8751	0.071	5	3	86.99	-2.7385
G4	C(C1(COC(CC1O)O)O)=O	QGYSYDXSQFEXNF	162.05282342	C6H10O5	6	10	5	-2.0077	-0.094	5	3	86.99	-1.4151
G4	C(C1(C(COC(C1)O)O)O)=O	YPSVVJTVAFEKEG	162.05282342	C6H10O5	6	10	5	-2.0077	-0.094	5	3	86.99	-4.3584
G4	C1(COC(CC(C1O)O)O)=O	QNRLEHLSLNTDHH	162.05282342	C6H10O5	6	10	5	-1.5331	-0.199	5	3	86.99	1.6624
G4	C1C(C(C(CC(O)O1)O)O)O	GFQZRKXLZKAQSM	164.068473484	C6H12O5	6	12	5	-1.6768	-0.148	5	4	90.15	-3.0895
G4	C1(C(C(CO)(CO1)O)O)=O	MTSAHRPUAGVYCZ	148.037173356	C5H8O5	5	8	5	-2.3531	0.223	5	3	86.99	-3.6098
G4	C(C(CCC(C(CO)O)O)=O)=O	OMRJXKSFEFXKBU	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-5.6177
G4	C(C(CCC(CO)(CO)O)=O)=O	PQSPWSBYHMIZOT	176.068473484	C7H12O5	7	12	5	-1.8918	-0.12	5	3	94.83	-8.8391
G4	C(C(C(C(CO)O)O)CC=O)=O	WGSABKZNXVXKLU	176.068473484	C7H12O5	7	12	5	-2.2352	-0.335	5	3	94.83	-4.0329
G4	C(C(C(CO)(CO)O)CC=O)=O	HTNFRKAWQGFJRP	176.068473484	C7H12O5	7	12	5	-2.2139	-0.066	5	3	94.83	-5.0075
G5	C1(C(C2C(C1C(C2O)O)O)O)=O	ZRGFOMLLEPZMQI	174.05282342	C7H10O5	7	10	5	-2.1614	-0.342	5	4	97.99	-0.040495
G5	C1(C(C2(C(C1C(C2)O)O)O)O)=O	GILZLRYCLWVRBJ	174.05282342	C7H10O5	7	10	5	-2.1327	-0.291	5	4	97.99	1.1669
G5	C1(CC2(C(C1(C(C2)O)O)O)O)=O	RZHXQGFNMAVZKR	174.05282342	C7H10O5	7	10	5	-2.104	-0.24	5	4	97.99	1.3529
G5	C1(C(C(C(C1O)O)C(C)O)O)=O	BZNNDJKSFMVVFY	176.068473484	C7H12O5	7	12	5	-1.8528	-0.366	5	4	97.99	-0.76782
G5	C1(C(C(C(C(C1)O)CO)O)O)=O	CCIYDRHZDCOOEK	176.068473484	C7H12O5	7	12	5	-1.8701	-0.258	5	4	97.99	1.221
G5	C1(C(C(C(CO)C1O)O)O)=O	QJEBIWGZDFAUAU	162.05282342	C6H10O5	6	10	5	-2.2121	0.012	5	4	97.99	-0.051205
G5	C1(CC(C(CO)C1(CO)O)O)=O	BKDLRFMYGPHOEB	176.068473484	C7H12O5	7	12	5	-1.9887	0.011	5	4	97.99	1.6764
G5	C1(C(C(C(CO)C1(C)O)O)O)=O	ZIMIGCWBQIBCAO	176.068473484	C7H12O5	7	12	5	-1.9141	-0.097	5	4	97.99	1.3724
G5	C1(C(CC(CO)(C1O)O)O)=O	ZMGSZYMAJOOYKF	162.05282342	C6H10O5	6	10	5	-2.1834	0.063	5	4	97.99	-1.9174
G5	C1(C(C(C)(C(CO)(C1)O)O)O)=O	DJFWXBXPMDXHQG	176.068473484	C7H12O5	7	12	5	-1.8854	-0.046	5	4	97.99	0.23575
G5	C1(CC(CO)(CC1(CO)O)O)=O	XWJWARSAIREELI	176.068473484	C7H12O5	7	12	5	-1.96	0.062	5	4	97.99	-1.6875
G5	C1(C(C(CO)(C(C)(C1)O)O)O)=O	NMSVPVYXWNMUPC	176.068473484	C7H12O5	7	12	5	-1.8854	-0.046	5	4	97.99	2.8603
G5	C1(C(C(CO)(CC1(C)O)O)O)=O	KAMPFXOIERZZLM	176.068473484	C7H12O5	7	12	5	-1.8854	-0.046	5	4	97.99	-0.84282
G5	C1(CC(C)(C(C1(CO)O)O)O)=O	CFLJAZOVLKVUFJ	176.068473484	C7H12O5	7	12	5	-1.8854	-0.046	5	4	97.99	3.0244
G5	C1(C(C(C)(C(C1(C)O)O)O)O)=O	UVZUGPKPEYVZFZ	176.068473484	C7H12O5	7	12	5	-1.8108	-0.154	5	4	97.99	2.7602
G5	C1(C(C(C(C(C)O)(C1)O)O)O)=O	KHWWRNUNAWFTDQ	176.068473484	C7H12O5	7	12	5	-1.8241	-0.315	5	4	97.99	1.1512
G5	C1(C(C(C(C1)O)(C(C)O)O)O)=O	XULYTAWBUJLECU	176.068473484	C7H12O5	7	12	5	-1.8241	-0.315	5	4	97.99	1.3199
G5	C1(CC(C=C)(C(C1O)O)O)=O	AOBUPMJEUOKHEL	158.0579088	C7H10O4	7	10	4	-0.9878	-0.653	4	3	77.76	-2.8501
G5	C1(C(C(C=C)(C(C1)O)O)O)=O	RMYYBLXDRVDZCI	158.0579088	C7H10O4	7	10	4	-0.9878	-0.653	4	3	77.76	-2.6777
G5	C(CO)(C1C(C=CC1O)O)=O	BJXAQZGYSJFDOB	158.0579088	C7H10O4	7	10	4	-1.5256	-0.429	4	3	77.76	0.89439
G5	C1(CC(C=CC(C1O)O)O)=O	UFTLTWJOKLXULD	158.0579088	C7H10O4	7	10	4	-1.1461	-0.647	4	3	77.76	1.5823
G5	C1C(C(C(C(O)=O)=O)C(C=1)O)O	RSARAQYKPQUGGH	172.037173356	C7H8O5	7	8	5	-1.8752	-0.411	5	3	94.83	-7.0828
G5	C1(C(C(CC1O)O)C(C=O)O)=O	HBZQZXJDBVYCMJ	174.05282342	C7H10O5	7	10	5	-2.1397	-0.473	5	3	94.83	-1.3629
G5	C1(C(C(C(C(C1)O)O)O)=O)=O	SHFQRUVRUBHHRE	160.037173356	C6H8O5	6	8	5	-1.9211	-0.257	5	3	94.83	-3.915
G5	C1(C2C(C(C1C(O2)O)O)O)=O	LQVAXNFACYYZCG	160.037173356	C6H8O5	6	8	5	-1.9163	-0.283	5	3	86.99	-0.0016303
G5	C1(C(C(C=C)(C(C1O)O)O)O)=O	OZZLKQAZRUJUMC	174.05282342	C7H10O5	7	10	5	-1.8399	-0.254	5	4	97.99	-3.5509
G5	C1(C(C(C=CC(C1O)O)O)O)=O	XBGHXGGWBOIKAT	174.05282342	C7H10O5	7	10	5	-1.9982	-0.248	5	4	97.99	0.36954
G5	C(C1C(C(C(C1O)=O)O)O)=O	XKYAHSJLZUPUGK	160.037173356	C6H8O5	6	8	5	-2.4244	-0.203	5	3	94.83	-2.1478
G5	C(C1C(CC(C1(CO)O)=O)O)=O	ASBLQBFLSHZNIN	174.05282342	C7H10O5	7	10	5	-2.201	-0.204	5	3	94.83	-0.52071
G5	C(C1C(C(C(C1(C)O)=O)O)O)=O	FHMYUZSWTSQIGG	174.05282342	C7H10O5	7	10	5	-2.1264	-0.312	5	3	94.83	-0.71276
G5	C1(C(C(C(CC(C1)O)O)O)=O)=O	FZRCODZLFTVUOJ	174.05282342	C7H10O5	7	10	5	-1.5791	-0.527	5	3	94.83	-4.0203
G5	C1(C(C(CC(C1CO)O)O)O)=O	GKRHACKDOLYSCH	176.068473484	C7H12O5	7	12	5	-1.8701	-0.258	5	4	97.99	0.7275
G5	C1(C2C(CC(C1C(O2)O)O)O)=O	XAUAASUNHBOTOP	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.1005
G5	C1(C(C(C(C1)O)C(C)O)O)=O	UCBJOPKCDXPLNR	160.073558864	C7H12O4	7	12	4	-1.0007	-0.765	4	3	77.76	0.4265
G5	C1(C(C(C(C1)O)CO)O)=O	WBWHXYJILWTIES	146.0579088	C6H10O4	6	10	4	-1.36	-0.387	4	3	77.76	1.1568
G5	C1(C(C(C(C1)O)C(CO)O)O)=O	MBTQRXJLDNMBFI	176.068473484	C7H12O5	7	12	5	-1.9274	-0.258	5	4	97.99	1.1646
G5	C(C1(CC(C(C1O)=O)O)O)=O	IEYLXHIGCCSIMV	160.037173356	C6H8O5	6	8	5	-2.3957	-0.152	5	3	94.83	-1.9995
G5	C1(C(C(C(CC1O)=O)O)O)=O	UERLNWAJHYJYLF	160.037173356	C6H8O5	6	8	5	-1.9211	-0.257	5	3	94.83	1.6318
G5	C(C1(CC(C(C1)=O)(CO)O)O)=O	WMYXOTCEXRXZIU	174.05282342	C7H10O5	7	10	5	-2.1723	-0.153	5	3	94.83	-4.9944
G5	C1(CC(C(CC1(CO)O)=O)O)=O	HMFPOJIFLFIDNQ	174.05282342	C7H10O5	7	10	5	-1.6977	-0.258	5	3	94.83	-1.1331
G5	C(C1(CC(C(C1O)=O)(C)O)O)=O	VPRQCVRZWHYXBT	174.05282342	C7H10O5	7	10	5	-2.0977	-0.261	5	3	94.83	-0.9427
G5	C1(C(C(C(C(C)(C1)O)=O)O)O)=O	DJCMVXGHPQZMMY	174.05282342	C7H10O5	7	10	5	-1.6231	-0.366	5	3	94.83	2.6385
G5	C1(C(C(C(C(C1)O)(C)O)O)=O)=O	ZMSZEDDGWSBLAD	174.05282342	C7H10O5	7	10	5	-1.6231	-0.366	5	3	94.83	-1.9903
G5	C1(C(C(C(C(C)(C1)O)O)O)=O)=O	NHYFGEBLTIYNCN	174.05282342	C7H10O5	7	10	5	-1.6231	-0.366	5	3	94.83	-2.1089
G5	C(CO)(C1(CC(C(C1)=O)O)O)=O	HKBJHDBSCWHNMM	174.05282342	C7H10O5	7	10	5	-1.9299	-0.258	5	3	94.83	2.512
G5	C1(C(C(C(C)(C1)O)O)O)=O	GXCKVNPQYMMLSY	146.0579088	C6H10O4	6	10	4	-1.2567	-0.444	4	3	77.76	3.3031
G5	C1(C(C(C(C1)O)(C)O)O)=O	WITWJPRCSAPDOB	146.0579088	C6H10O4	6	10	4	-1.2567	-0.444	4	3	77.76	3.5169
G5	C1(C(CC(CO)(C1)O)O)=O	RFTWLCJSZAMEGX	146.0579088	C6H10O4	6	10	4	-1.3313	-0.336	4	3	77.76	-1.5767
G5	C1(C(C(C)(C(C1CO)O)O)O)=O	KWXJFAZQJKBMFG	176.068473484	C7H12O5	7	12	5	-1.9141	-0.097	5	4	97.99	2.4452
G5	C1(C(C(C(C)(C1CO)O)O)O)=O	GXODTHGOIRSZCQ	176.068473484	C7H12O5	7	12	5	-1.9141	-0.097	5	4	97.99	2.7141
G5	C1(C(C(C(CCO)(C1)O)O)O)=O	DGUJHHJEQTUCMI	176.068473484	C7H12O5	7	12	5	-1.729	-0.207	5	4	97.99	-0.34087
G5	C1(C(C(CO)C(CO)(C1)O)O)=O	WHXBUFBEZWEBJI	176.068473484	C7H12O5	7	12	5	-1.9887	0.011	5	4	97.99	-1.9807
