Index	Reagents	Products	Rule	Energy Change
133_0	['C(=O)=O', 'C(CC(C(O)=O)=O)(O)=O']	['C(C(C(O)=O)C(C(O)=O)=O)(O)=O']	Aldol Condensation	54.09
133_1	['C(=O)=O', 'C(CC(C(O)=O)=O)(O)=O']	['C(C(C(O)=O)C(C(O)=O)=O)(O)=O']	Knoevenagel C	54.09
135_0	['C(=O)=O', 'C(C(CO)=O)=O']	['C(C(C(C=O)=O)O)(O)=O']	Aldol Condensation	54.53
135_1	['C(=O)=O', 'C(C(CO)=O)=O']	['C(C(C(C=O)=O)O)(O)=O']	Knoevenagel H	54.53
137_0	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	['C(C(CC(CC(C)O)O)=O)(O)=O']	Aldol Condensation	-11.74
138_0	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	Aldol Condensation	-4.76
138_1	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	Knoevenagel C	-4.76
140_0	['C(C(C)=O)(O)=O', 'C(CC(O)=O)=O']	['C(CC(CC(C(O)=O)=O)O)(O)=O']	Aldol Condensation	-2.05
141_0	['C(C(C)=O)(O)=O', 'C(CC(O)=O)=O']	['C(C(C=O)C(C(O)=O)(C)O)(O)=O']	Aldol Condensation	4.93
141_1	['C(C(C)=O)(O)=O', 'C(CC(O)=O)=O']	['C(C(C=O)C(C(O)=O)(C)O)(O)=O']	Knoevenagel C	4.93
143_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(CO)(C(CC(C(O)=O)=O)O)=O']	Aldol Condensation	-11.74
145_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(CC(C(O)=O)=O)O)=O']	Aldol Condensation	-7.09
147_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	Aldol Condensation	-11.48
147_1	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	Knoevenagel H	-11.48
149_0	['C(C(C)=O)(O)=O', 'C=O']	['C(C(CCO)=O)(O)=O']	Aldol Condensation	-30.99
150_0	['O', 'C(C(O)=O)(CC(C(C)=O)=O)=O']	['C(C(C)(CC(C(O)=O)=O)O)(O)=O']	Benzilic Acid Rearrangement	-2.44
151_0	['O', 'C(C(CO)=O)=O']	['C(C(CO)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
151_1	['O', 'C(C(CO)=O)=O']	['C(C(CO)O)(O)=O']	Cannizarro 1	-15.27
153_0	['C(C(C)(CC=O)O)(O)=O']	['O', 'C(CC(C(C)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)	2.44
155_0	['C(C(CO)(C(C)O)O)(O)=O']	['O', 'C(C(CO)=O)(C(C)O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
157_0	['C(C(C(O)=O)(CO)O)(O)=O']	['O', 'C(C(C(CO)=O)=O)(O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
159_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['O', 'C(C(C(C(C)=O)=O)(CO)O)(O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
161_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['O', 'C(C(C(C(CO)=O)=O)(C)O)(O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
163_0	['C(CO)(O)=O']	['O', 'C(C=O)=O']	Benzilic Acid Rearrangement (inverse)	36.99
164_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C)(C(C(C=O)=O)O)O)(O)=O']	Benzilic Acid Rearrangement (inverse)	15.27
166_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)=O)O)O)(O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
167_0	['C1(C(C)(CC(C(O)=O)(O)O1)O)=O']	['O', 'C1(C(C)(CC(C(O1)=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)	-25.77
168_0	['C(CC(C)O)=O']	['C(C)=O', 'C(C)=O']	Retro Aldol	6.29
169_0	['C(CC(O)=O)=O']	['C(C)=O', 'C(=O)=O']	Retro Aldol	-49.07
169_1	['C(CC(O)=O)=O']	['C(C)=O', 'C(=O)=O']	Beta Decarboxylation	-49.07
170_0	['C(C(CC(C)O)=O)(O)=O']	['C(C(C)=O)(O)=O', 'C(C)=O']	Retro Aldol	11.91
171_0	['C(C(C)(CC=O)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(C)=O']	Retro Aldol	7.26
172_0	['C(CC(C(O)=O)=O)(O)=O']	['C(C(C)=O)(O)=O', 'C(=O)=O']	Retro Aldol	-60.3
172_1	['C(CC(C(O)=O)=O)(O)=O']	['C(C(C)=O)(O)=O', 'C(=O)=O']	Beta Decarboxylation	-60.3
173_0	['C(C(CO)=O)=O']	['C=O', 'C(C=O)=O']	Retro Aldol	31.6
175_0	['C1(C(C)(CC(C(O1)=O)=O)O)=O']	['C(C(C)=O)(OC(C(C)=O)=O)=O']	Retro Aldol	NaN
177_0	['C(C(CO)=O)=O']	['C(C(C=O)O)=O']	Keto-enol migration twice	-59.59
180_0	['O', 'C(CC(C)O)=O', 'C=O']	['CC(CCO)O', 'C(O)=O']	Cannizarro 2, HCHO (oxidation)	-24.95
182_0	['O', 'C(CC(O)=O)=O', 'C=O']	['C(O)=O', 'C(CCO)(O)=O']	Cannizarro 2, HCHO (oxidation)	-27.73
184_0	['O', 'C(C(C)(CC=O)O)(O)=O', 'C=O']	['C(O)=O', 'C(C(C)(CCO)O)(O)=O']	Cannizarro 2, HCHO (oxidation)	-24.95
186_0	['O', 'C(C(CO)=O)=O', 'C=O']	['C(O)=O', 'C(CO)(CO)=O']	Cannizarro 2, HCHO (oxidation)	-25.12
188_0	['O', 'C=O', 'C=O']	['C(O)=O', 'CO']	Cannizarro 2, HCHO (oxidation)	-37.85
188_1	['O', 'C=O', 'C=O']	['C(O)=O', 'CO']	Cannizarro 2, HCHO (reduction)	-37.85
190_0	['O', 'C(C)=O', 'C=O']	['C(O)=O', 'CCO']	Cannizarro 2, HCHO (oxidation)	-25.39
192_0	['O', 'C(CC(C)O)=O', 'C=O']	['CO', 'C(CC(C)O)(O)=O']	Cannizarro 2, HCHO (reduction)	-30.17
194_0	['O', 'C(CC(O)=O)=O', 'C=O']	['CO', 'C(CC(O)=O)(O)=O']	Cannizarro 2, HCHO (reduction)	-20.49
196_0	['O', 'C(C(C)(CC=O)O)(O)=O', 'C=O']	['CO', 'C(C(C)(CC(O)=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)	-30.17
198_0	['O', 'C(C(CO)=O)=O', 'C=O']	['CO', 'C(C(CO)=O)(O)=O']	Cannizarro 2, HCHO (reduction)	-17.7
200_0	['O', 'C(C)=O', 'C=O']	['CO', 'C(C)(O)=O']	Cannizarro 2, HCHO (reduction)	-41.75
202_0	['C(C(CO)O)(O)=O', 'C(CC(C)O)=O']	['C(C(CO)(C(CC(C)O)O)O)(O)=O']	Knoevenagel C	-7.7
202_1	['C(C(CO)O)(O)=O', 'C(CC(C)O)=O']	['C(C(CO)(C(CC(C)O)O)O)(O)=O']	Knoevenagel H	-7.7
204_0	['C(C(CO)O)(O)=O', 'C(CC(O)=O)=O']	['C(C(CO)(C(CC(O)=O)O)O)(O)=O']	Knoevenagel C	1.98
204_1	['C(C(CO)O)(O)=O', 'C(CC(O)=O)=O']	['C(C(CO)(C(CC(O)=O)O)O)(O)=O']	Knoevenagel H	1.98
206_0	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	Knoevenagel C	-7.7
206_1	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	Knoevenagel H	-7.7
208_0	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	Knoevenagel C	-3.06
208_1	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	Knoevenagel H	-3.06
210_0	['C(C(CO)O)(O)=O', 'C=O']	['C(C(CO)(CO)O)(O)=O']	Knoevenagel C	-26.95
210_1	['C(C(CO)O)(O)=O', 'C=O']	['C(C(CO)(CO)O)(O)=O']	Knoevenagel H	-26.95
212_0	['C(CC(C)O)=O', 'C(CO)(O)=O']	['C(C(C(CC(C)O)O)O)(O)=O']	Knoevenagel H	9.38
214_0	['C(CC(O)=O)=O', 'C(CO)(O)=O']	['C(CC(C(C(O)=O)O)O)(O)=O']	Knoevenagel H	19.06
216_0	['C(C(CO)=O)=O', 'C(CO)(O)=O']	['C(C(C(C(CO)=O)O)O)(O)=O']	Knoevenagel H	9.38
218_0	['C(C(CO)=O)=O', 'C(CO)(O)=O']	['C(C(CO)(C(C(O)=O)O)O)=O']	Knoevenagel H	14.02
219_0	['C=O', 'C(CO)(O)=O']	['C(C(CO)O)(O)=O']	Knoevenagel H	-9.87
221_0	['C(C)=O', 'C(CO)(O)=O']	['C(C(C(C)O)O)(O)=O']	Knoevenagel H	9.21
223_0	['C(=O)=O', 'C(CO)(O)=O']	['C(C(C(O)=O)O)(O)=O']	Knoevenagel H	74.26
225_0	['C(C(C)=O)(O)=O', 'C(CO)(O)=O']	['C(C(C)(C(C(O)=O)O)O)(O)=O']	Knoevenagel H	8.24
226_0	['C(C(CO)(C(C)O)O)(O)=O']	['C=O', 'C(C(C(C)O)O)(O)=O']	Knoevenagel C (inverse)	26.95
226_1	['C(C(CO)(C(C)O)O)(O)=O']	['C=O', 'C(C(C(C)O)O)(O)=O']	Knoevenagel H (inv)	26.95
227_0	['C(C(CO)(C(C)O)O)(O)=O']	['C(C(CO)O)(O)=O', 'C(C)=O']	Knoevenagel C (inverse)	7.87
227_1	['C(C(CO)(C(C)O)O)(O)=O']	['C(C(CO)O)(O)=O', 'C(C)=O']	Knoevenagel H (inv)	7.87
228_0	['C(C(C(O)=O)(CO)O)(O)=O']	['C=O', 'C(C(C(O)=O)O)(O)=O']	Knoevenagel C (inverse)	26.95
228_1	['C(C(C(O)=O)(CO)O)(O)=O']	['C=O', 'C(C(C(O)=O)O)(O)=O']	Knoevenagel H (inv)	26.95
229_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(C(CO)O)(O)=O']	Knoevenagel C (inverse)	8.84
229_1	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['C(C(C)=O)(O)=O', 'C(C(CO)O)(O)=O']	Knoevenagel H (inv)	8.84
230_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['C=O', 'C(C(C)(C(C(O)=O)O)O)(O)=O']	Knoevenagel C (inverse)	26.95
230_1	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['C=O', 'C(C(C)(C(C(O)=O)O)O)(O)=O']	Knoevenagel H (inv)	26.95
232_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['C(C(CO)=O)(O)=O', 'C(C(C)O)(O)=O']	Knoevenagel H (inv)	15.54
234_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['C(CO)(O)=O', 'C(C(C=O)(C)O)(O)=O']	Knoevenagel H (inv)	-9.38
236_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['C(C(C)O)(O)=O', 'C(C(C=O)O)(O)=O']	Knoevenagel H (inv)	19.75
237_0	['C(C(CO)(C(C)O)O)(O)=O']	['O', 'C(C(C=O)C(C)O)(O)=O']	Elimination + enol to keto	-34.93
239_0	['C(C(CO)(C(C)O)O)(O)=O']	['O', 'C(C(C(C)=O)CO)(O)=O']	Elimination + enol to keto	-36.93
240_0	['C(C(C(O)=O)(CO)O)(O)=O']	['O', 'C(C(C(O)=O)C(O)=O)=O']	Elimination + enol to keto	-34.93
241_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['O', 'C(C(C=O)C(C(O)=O)(C)O)(O)=O']	Elimination + enol to keto	-34.93
243_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C(CC(O)=O)=O)(C)O)(O)=O']	Elimination + enol to keto	-41.01
245_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(O)=O)O)=O)C)(O)=O']	Elimination + enol to keto	-36.93
246_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C)(CC(C(O)=O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
247_0	['C(CO)O']	['O', 'C(C)=O']	Elimination + enol to keto	-43.23
249_0	['C(CC(C)O)=O']	['O', 'C(C)=CC=O']	Elimination2	-0.43
251_0	['C(CC(C)O)=O']	['O', 'C(CC=C)=O']	Elimination2	2.09
253_0	['C(C(CC(C)O)=O)(O)=O']	['O', 'C(C)=CC(C(O)=O)=O']	Elimination2	-0.43
255_0	['C(C(CC(C)O)=O)(O)=O']	['O', 'C=CCC(C(O)=O)=O']	Elimination2	-0.43
