Smiles	Canonical Code
C(C(C(C)(CC(C=O)=O)O)O)=O	145ea681f741c30a
C(C(C)(CC(C(C=O)O)=O)O)=O	ab954e7db8f4ecde
C(C(C(CC(C(C)=O)O)=O)O)=O	4ffe50836d26b833
C(C(CC(C)O)=O)=O	96dec30e8c90173a
C(C(C)(CC=O)O)=O	7afb63f29089d4b8
C(CC(C(C)=O)O)=O	c0a9134462379844
C(C(CC(CO)(CO)O)=O)=O	9b1cef6e29f94a84
C(C(C)(C(C(CO)=O)O)O)=O	227856ae9cd2ad72
C(C)(C(C(C(CO)=O)O)O)=O	7d1b9a58c0230295
C(C(CC(CO)(C(CO)O)O)=O)=O	dc90e12177e3ac6c
C(C(C)(C(C(C(CO)O)=O)O)O)=O	1d80d583dac04b00
C(C(C(C(C(CO)O)=O)O)O)(C)=O	d016d83258e1eacb
C(C(CC(C(CO)(CO)O)O)=O)=O	cf10c9036e25afa1
C(C(C(CO)C(C)O)=O)=O	a8209e50bbe5e54d
C(C(CCO)(CC=O)O)=O	663de3743e7076e0
C(CC(C(CCO)=O)O)=O	feace5fe6e475d67
C(C(C(CO)C(CO)(CO)O)=O)=O	11416d24a878582
C(C(CCO)(C(C(CO)=O)O)O)=O	853ca124a1696d16
C(C(C(C(CCO)=O)O)O)(CO)=O	b52c7c99759ec721
C(C(C(C)O)C(C=O)O)=O	9290dc75a7326617
C(CC(C(CC=O)O)O)=O	108ceac281bb0d41
C(CC(CC(C=O)O)O)=O	a0e0ec686c0cd2a5
C(C(C(CO)(CO)O)C(C=O)O)=O	372a173b08e19f90
C(CC(C(C(C(CO)=O)O)O)O)=O	441958e5465c1cc1
C(C(CC(C(C(CO)=O)O)O)O)=O	31973becb4b8247b
C(C(C(CO)=O)C(C)O)=O	5821c0b6fb4f0a97
C(CC(C(C(C)O)O)=O)=O	ab1f3d627c60aed5
C(CC(CC(CO)=O)O)=O	d74995868b34243a
C(CC(CO)(CC=O)O)=O	a25df1a3de6bca34
C(C(C(CO)=O)C(CO)(CO)O)=O	a2cee1d0022e7f36
C(CC(C(C(CO)(CO)O)O)=O)=O	c1c19b8b8a15fa33
C(CO)(CC(C(C(CO)=O)O)O)=O	3f27c845cb7766a7
C(CC(CO)(C(C(CO)=O)O)O)=O	bd7da21af0c30962
C(C(C(CC(C)O)=O)O)=O	e6fbbd25f77c913b
C(CC(C(C(C)=O)O)O)=O	8a5befea833099c9
C(CC(C)(C(C=O)O)O)=O	7f30a0d2122e53b4
C(C(C(CC(CO)(CO)O)=O)O)=O	e71932e26927dffc
C(C)(C(C(C(C(CO)=O)O)O)O)=O	33e3d60bd8ae311a
C(C(C(C)(C(C(CO)=O)O)O)O)=O	e34b76da61b58e3a
C(CC(C)O)=O	b5f413e57fd52b34
C(CC(CO)(CO)O)=O	82f4575d431795ec
C(CO)(C(C(C)O)O)=O	8c360bd0f72ea8cf
C(CC(CO)(C(CO)O)O)=O	3be6371300d3c376
C(C(C(C)O)O)(C(CO)O)=O	29b62db3367f2d6d
C(CC(C(CO)(CO)O)O)=O	65eb10e1127839dc
C(CC(C(CO)(C(CO)O)O)O)=O	a4654bd465ea717a
C(CO)(C(C(CO)(CO)O)O)=O	dcc0ab3dc4e0faad
C(C(C=O)C(C(CO)O)O)=O	6ebd1e2a5bc57896
C(C(CC(C(CO)O)O)=O)=O	aabbc500a500b0d
C(C(C(CO)C(C(CO)O)O)=O)=O	bf78a8214f379497
C(C(C(C(CO)O)O)C(C=O)O)=O	d8db9150fa84f9b5
C(C(C(CO)=O)C(C(CO)O)O)=O	176bbe22e9b8d418
C(CC(C(C(C(CO)O)O)O)=O)=O	7b61bfa376322222
C(C(C(CC(C(CO)O)O)=O)O)=O	75e2d922ef4cc876
C(CC(C(CO)O)O)=O	9849ade4e8bc2ea1
C(CO)(C(C(C(CO)O)O)O)=O	c9f583b2eb711cf6
C(C(C=O)C(C(C(CO)O)O)O)=O	2fee08e4fffd348d
C(C(CC(C(C(CO)O)O)O)=O)=O	f29ec19f2d3241fe
C(CC(C(C(CO)O)O)O)=O	2baa9f2e8166b2e2
C(C(C=O)CO)=O	935004515e2ecbf8
C(C(C(CO)CO)=O)=O	ae9a52b93dfcb0a3
C(C(CO)C(C=O)O)=O	c45b3d98a7b7e5b4
C(C(C(CO)=O)CO)=O	8c75f1ddff71d03a
C(CC(C(CO)O)=O)=O	5c9531d36ca58494
C(C(C(CCO)=O)O)=O	2d058d092890b88f
C(CCO)=O	ac04c0f7f88b4d28
C(C(CO)O)(C(CO)O)=O	88d79636e892c6e7
C(C(C(C=O)O)O)=O	ae33b853f73cf8a5
C(CC(C(C=O)O)O)=O	31d641e7b7f92625
C(C(C=O)C(CO)O)=O	5df0fd71990c03b2
C(C(C)(C(C=O)O)O)=O	95bea434a4c3c6d3
C(C(C(C(C)=O)O)O)=O	533115060f082bfd
C(C(CC(CO)O)=O)=O	270d6254f29846be
C(C(CCO)(C(C=O)O)O)=O	75213d7520aa24a9
C(C(C(C=O)O)O)(CCO)=O	e63bafa0e543f68
C(C(C(CO)C(CO)O)=O)=O	ce7138b8c3262d91
C(CC(C(C(C=O)O)O)O)=O	42bf1179a6149d6c
C(C(C(CC(C=O)O)O)O)=O	f0f706e890577e59
C(C(C(CO)O)C(C=O)O)=O	62f80bb79dfcc844
C(C(C(CC(CO)=O)O)O)=O	56078f5a84ee639d
C(CC(CO)(C(C=O)O)O)=O	a98ac48a189940cd
C(C(C(CO)=O)C(CO)O)=O	f8a2fe2c7b40836e
C(CC(C(C(CO)O)O)=O)=O	1ba88bb18740080b
C(C(C(C(C(C)=O)O)O)O)=O	6585d57f65442def
C(C(C(C)(C(C=O)O)O)O)=O	1fa2d95d086dd170
C(C(C(CC(CO)O)=O)O)=O	39663a2e586ea8e1
C(C(C(C)O)O)=O	f70625cd8b476fc6
C(CC(CO)O)=O	d6e5cd3d3c39eef4
C(C(C(CO)(CO)O)O)=O	62dabcdec678ca1a
C(CO)(C(C(CO)O)O)=O	4240fe082fcbe300
C(C(C(CO)(C(CO)O)O)O)=O	4d542203e1937295
C(C(C(CO)O)O)(C(CO)O)=O	9d0ff8daf2dcc958
C(C(C(C(CO)(CO)O)O)O)=O	7beb900a949b9244
C(C(C)O)(O)=O	8f32b2ddfdf26a6
C(C(CCO)O)(O)=O	78defbc48e626644
C(C(CO)=O)=O	4419defe885cf6ca
C(C(C(CO)O)=O)=O	b9598237c2e3f7b4
C(C(C(C(CO)O)O)=O)=O	254a0682ccb04aaf
C(C(C(C(C(CO)O)O)O)=O)=O	603732891d1aaa95
C(C(CC(CO)=O)O)=O	d9f84ba384e13c95
C(CC(C=O)O)(C(CO)O)=O	734db4e9037cf269
C(C(CO)=O)(C)=O	7226f8faa36cdbd7
C(C)(CO)=O	b7a3634cf6fb5e9f
C(C)(C(CO)O)=O	bffa52b1f364b5d4
C(CO)(CCO)=O	36dff7308fd5d721
C(CC(O)=O)=O	ee5654d7351fba20
C(C(C)=O)(O)=O	1fdcc25881e015c6
C(C(CCO)=O)(O)=O	6487c84b436aa7da
C(C(CC=O)O)(O)=O	eafc9d58dca62f97
C(CC(CO)=O)(O)=O	901eb7c491377201
C(C(C(C)=O)O)(O)=O	e6c40b5170258091
C(C(CO)(C(CC=O)O)O)=O	9b705ceefc116cb9
C(C(CO)(C(C(C)=O)O)O)=O	3ea17ce12ab4e234
C(C(CO)(CC(CO)=O)O)=O	33b69cc21a09e71f
C(C(C(CCO)=O)(CO)O)=O	eeadcfb4aecd5700
C(C(C(C(CO)O)=O)CO)=O	2ce2b7b5b82fca93
C(C(CO)(CC=O)O)=O	44ade55eb7af861c
C(C(C(C)=O)(CO)O)=O	e213a123a88556c3
C(C(C(CO)O)(CC=O)O)=O	262a9775b9fe0d1a
C(C(C(C)=O)(C(CO)O)O)=O	3f6e4a89910303b3
C(CC(C(C(O)=O)O)O)=O	b0a30b1e14996ef2
C(C(C(C(C)=O)O)O)(O)=O	96fb259ad83afcb3
C(C(CC(CO)=O)O)(O)=O	4423a0c9a0a65144
C(C(C(CCO)=O)O)(O)=O	c8b59233ed382635
C(CC(C(CO)O)=O)(O)=O	6cf667632c4bb171
C(C(CC(CO)O)=O)(O)=O	1f3284fc86074de8
C(CC(C(O)=O)O)(C(CO)O)=O	e2a57449d96a74c1
C(C(C(C(O)=O)O)O)(CCO)=O	fd30cbd05099e868
C(C(C(CC(CO)O)=O)O)(O)=O	f5479c5ac511fe51
C(CC(C(C(CO)O)O)=O)(O)=O	ffdc6ee263d2d4b0
C(CC(C(C(C(O)=O)O)O)O)=O	501c274c55219e02
C(C(C(CC(CO)=O)O)O)(O)=O	48f5951634094c71
C(C(C(C(C(C)=O)O)O)O)(O)=O	f7a5b6ad940d1c8d
C(C(CC(C(CO)O)O)=O)(O)=O	9e2eb002db0da741
C1(COCC1O)=O	186c186caf313d4b
C1(C(O)OCC1)=O	53e2e1dd838c5d3f
C1(CC(CO1)O)=O	7572b8b9860e8583
C1(COC(C1)O)=O	bff5a4de51c3c415
C=CC(C=O)=O	7c6aa87ce24efcc9
C(C=CC=O)=O	3167f65bb2d46003
C(C(C(C)O)=O)=O	f547826340489111
C(C(C(C(CO)O)O)O)O	5d454175a5b98a26
C(C(C(C(C(CO)O)O)O)O)O	8f4c166326168791
C(C(CCO)O)=O	14faa555a4b6d5f8
CCO	c54a6f86a6274d5d
C(C(CO)(C(C(CO)O)O)O)O	210122dd3ab4f893
C(C(CO)(CO)O)O	39f048caeb3f8ee7
C(C(CO)(C(CO)O)O)O	912786019f5e5220
C(C(C(CO)O)(C(CO)O)O)O	7c4105ab7e3b55cc
C(C(O)=O)=O	a841431983c386ed
C(CC(C=O)O)(O)=O	dc30336adbcdd919
C(C)(O)=O	36410f46cfb729d2
C(C(CO)(C(C(CO)O)O)O)(O)=O	676d203fabb5a45a
C(C(CO)(CO)O)(O)=O	bea2ea46bdd9b304
C(C(CO)(C(CO)O)O)(O)=O	45b22091d20a6c0d
C(C(C(CO)O)(C(CO)O)O)(O)=O	50e93c0bf0b61782
C(C(C(C)O)(C(C(CO)O)O)O)=O	15c9f7f77c356bd3
C(C(C(C)=O)(C(C=O)O)O)=O	62ef4f104974815f
C(CO)(C(CO)(C(C=O)O)O)=O	4bf5e9cb2366cb89
C(C(CO)(C(C=O)O)O)(O)=O	d9563c61f3aa2ef1
C(C(C(CO)O)(C(C=O)O)O)(O)=O	add74a2e929c7279
C(CC(C(C=O)(C(C)=O)O)O)=O	ae47a7f47824e33f
C(CC(C(C(CO)=O)(CO)O)O)=O	e763c1b8a84887e9
C(C(CO)(C(CC=O)O)O)(O)=O	e626a81359bffe70
C(C(C)(C(C=O)(C(C)=O)O)O)=O	71976bcc8a3f080c
C(C(C(C)=O)(C(C(C)=O)O)O)=O	b3a09f10112384c1
C(C(C)(C(C(CO)=O)(CO)O)O)=O	d0949699fea09162
C(CO)(C(CO)(C(C(C)=O)O)O)=O	7697ba9d8401780a
C(C(CO)(C(C=O)(C)O)O)(O)=O	f8a55244579ebc12
C(C(CO)(C(C(C)=O)O)O)(O)=O	1cc267f6e3c9522a
C(C(C(C)=O)(C(C)O)O)=O	4872be429414b368
C(C(C(C)=O)(C(CO)(CO)O)O)=O	6cc3f344f203e23c
C(CO)(C(CO)(C(C)O)O)=O	777d0342867c7b4e
C(C(CO)(C(C)O)O)(O)=O	fd0902ca8b2ff9f4
C(C(C(CO)O)(C(C)O)O)(O)=O	cbb7d0e18ee8c87e
C(C(CO)(C(CO)(CO)O)O)(O)=O	66690c4b557d36
C(C(CO)(C(C=O)O)O)=O	3f33202ff550cc02
C(C(CO)(C(C=O)(C)O)O)=O	1958bc12b9d45326
C(C(CCO)(C(C=O)(CO)O)O)=O	9b8bdbc9ce6baa1b
C(C(CO)(C(C(CCO)=O)O)O)=O	71e94ce994d3ef13
C(C(CO)(C(C(CC=O)O)O)O)=O	87a937f7bb8a4111
C(C(CO)(C(CC(C=O)O)O)O)=O	fc80fa60d8b0e0a6
C(C(CO)(C(CC(CO)=O)O)O)=O	b9275d75d54763a5
C(C(CO)(C(CO)(CC=O)O)O)=O	cb9942240e9241d7
C(C(C(C)=O)(C(C(CO)O)O)O)=O	c3fb58cc1deb2ee6
C(C(CO)(C(C(C(C)=O)O)O)O)=O	1190398f0305aa78
C(C(CO)(C(C)(C(C=O)O)O)O)=O	bc8b781dbe64c34a
C(C(CO)(C(C)O)O)=O	12fc0898e268df04
C(C(CO)(C(CO)(CO)O)O)=O	a335befba12e6e99
C(C(C(CO)O)(C(C=O)O)O)=O	afda4fdfd23cc4
C(C(C(CC=O)O)(C(CO)O)O)=O	2997ba3bc11939c0
C(C(C(CO)O)(C(C=O)(C)O)O)=O	9542f0e64675713d
C(C(C(CO)O)(C(C(C)=O)O)O)=O	754645d4866da0b1
C(C(C(CO)O)(C(C)O)O)=O	eb76e03f018d4019
C(CO)(C(CO)(CO)O)=O	cb96adb78c20f25d
C(CO)(C(CO)(C(CO)O)O)=O	ef1234bdddd2b601
C(CC(C=O)(C(C=O)O)O)=O	54e877a5ea8ff406
C(CC(C(C=O)(CC=O)O)O)=O	c38fa710e472078c
C(CC(C=O)(C(C=O)(C)O)O)=O	5a67d1c242f7d5d2
C(CC(C=O)(C(C(C)=O)O)O)=O	df9d226dda71cecb
C(C(C(C)O)(CC=O)O)=O	aec2e811195168d6
C(C(C(CO)(CO)O)(CC=O)O)=O	c22d3d4d224c2282
C(C(C(C(CO)O)O)(CC=O)O)=O	bd18b0534d1e4163
C(C(C(C=O)O)O)(O)=O	2c789196d8151f93
C(C(C)(C(C(O)=O)O)O)=O	716bc3f81a0f7d5b
C(C(CCO)(C(C(O)=O)O)O)=O	940a9e1412dc4565
C(C(C(CC(C=O)O)O)O)(O)=O	2b92e8ab3ac0510c
C(CC(CO)(C(C(O)=O)O)O)=O	5880e79e2deee0a0
C(C(C(C)(C(C=O)O)O)O)(O)=O	9c9fb185c463ac13
C(C(C(C)O)O)(O)=O	57f9566af5b17dab
C(C(C(CO)(CO)O)O)(O)=O	8107da54715d34db
C(C(C(CO)(C(CO)O)O)O)(O)=O	2f5de1794142a2bd
C(C(C(C(CO)(CO)O)O)O)(O)=O	8f24805cf8e8924f
C(C1C(C(C(O)O1)O)O)O	710f9d063e3bb27a
C(C(C1C(C(C(O)O1)O)O)O)O	6b3f7795f2dc8ea0
C1(C(CO)(C(C(CO)O1)O)O)O	1d0ba041a8a82213
C1C(C(C(O)O1)(CO)O)O	57d70e60a849f933
C1C(C(C(O)O1)(C(CO)O)O)O	74ee8dd8601ad31d
C1C(C(C(C(O)O1)O)O)O	2a83a697cd538363
C(C1C(C(C(C(O)O1)O)O)O)O	6aeb1fd46af7f587
C1C(C(C(C(O)O1)(CO)O)O)O	8979650aa4c8a500
C1C(C(C(C(C(O)O1)O)O)O)O	59e51233ba2e5c74
C1(C(C(CO1)O)O)=O	270754d31a8eeef1
C1(C(C(C(CO)O1)O)O)=O	14facd0fde4f69bd
C1(C(C(C(C(CO)O)O1)O)O)=O	70e72cb22707c2f6
C1(C(C(C(CO1)O)O)O)=O	bc05f54d10d3fd9b
C1(C(C(C(C(CO)O1)O)O)O)=O	3ca703018b14db42
C1(C(C(C(C(CO1)O)O)O)O)=O	a0c865baa161b348
C(C1C(C(C(C1O)O)O)=O)=O	cc660b39afaa9a9d
C1(C(C(C(C1O)O)O)O)=O	2d7d5982cd933292
C(C1C(CC(C1O)=O)O)=O	451a73ce35c2d243
C(C1C(C(C(C1O)=O)CO)O)=O	c5a28f683c38f055
C(C1C(C(C=O)C(C1O)O)O)=O	87c8fb66b96a97c8
C(C1C(CC(C(C1O)O)=O)O)=O	dcd94a5df2f9a455
C(C1C(C(C(CC1O)O)O)=O)=O	463ae869ddb42a2a
C1(C(C(CC(C1O)O)O)O)=O	91e4fd193097b2c7
C(C1(CC(C(C1)=O)O)O)=O	75ff07951c0fe269
C1(CC(C(CC1O)=O)O)=O	2db937f5ca02df0a
C1(C(CO)C(C=O)(CC1O)O)=O	1a2837c1d6280d99
C1(C(C(C(C(C1)O)=O)CO)O)=O	5ba1060f1beedac
C(C1(C(CO)C(C(C1)=O)O)O)=O	cb4e92ca51c70595
C(C1C(C(CC1(C=O)O)O)O)=O	b710f8eb9e39a73a
C(C1C(C(CC(C1O)=O)O)O)=O	9dea546a6281f8c0
C(C(C1C(C(CC1O)O)O)=O)=O	c963e63a5dde2226
C1(C(C(C(C1)O)C(C=O)O)O)=O	7db51418022c68da
C(C1(CC(CC(C1O)=O)O)O)=O	dd871536e460dcc3
C(CO)(C1C(CC(C1O)=O)O)=O	2d71ff7ab95a0e18
C1(C(C(C(CC(C1)O)=O)O)O)=O	14cc910b9f0ed47c
C(C1C(CO)(CC(C1O)=O)O)=O	904228fdbec2ce3e
C(C1C(C(C(C1(C)O)O)O)=O)=O	8d0a62ed9efdeb50
C(C1C(C(C(C)(C1O)O)O)=O)=O	1a5dfeb8e89b5c05
C(CC1(C(C(C(C1)=O)O)O)O)=O	90acbad4ae5d27b2
C(C1(CC(C(C(C1)=O)O)O)O)=O	b29e070a467593bc
C1(CC(C(CC(C1O)O)=O)O)=O	76d8a37851137e26
C1(C(CC(C(C=O)O)(C1)O)O)=O	4c3cfb61a2f49599
C1(C(CC(C1)O)O)=O	4e8180fe7700ede1
C1(C(C(C(C)(C1O)O)O)O)=O	bf10bb4ac14e0ae3
C1(C(C(C(CO)(C1)O)O)O)=O	f56b339628dfbcd9
C1(C(C(C(C(CO)O)(C1)O)O)O)=O	d4cd467563d2b653
C1(C(CC(C1CO)O)O)=O	b6b2d8026660bfec
C1(C(C(C(C1O)O)(CCO)O)O)=O	3868cd17a550992b
C1(C(C(C(CO)(C1CO)O)O)O)=O	6ada424d42de87c0
C(C1C(C(CC1O)O)O)=O	53da30c61c7c07fe
C1(C(C(C(CC(C1O)O)O)O)O)=O	220d44c0e96d2190
C(C1C(C(C(C1(CO)O)O)O)O)=O	2de892b740f416cc
C1(C(C(CC(C1)O)O)O)=O	7caa126a631ebe0a
C1(C(C(CO)(CC(C1O)O)O)O)=O	e325ad99abec8803
C1(C(C(CO)(C(C(C1)O)O)O)O)=O	1fc346bd74094be0
C1(C(C(C)(C(C(C1O)O)O)O)O)=O	bd5c93d02239c7a7
C1(C(C(C(C(CO)(C1)O)O)O)O)=O	ce761ac5900405cd
C1(C(C(C(C1)O)O)O)=O	6a319f83e9006a28
C1(C(C(C(C1CO)O)O)O)=O	5756711b6cf11d84
C(C1C(C(C(C1O)O)O)O)=O	17cdb7b8f3f4ded3
C1(C(C(C(C(C1)O)O)O)O)=O	3eab149e29437aa4
C1(C(C(C(C1)O)(CO)O)O)=O	f427b2b0b5ca1b5d
C(C1(C(CC(C1O)O)=O)O)=O	20cbdfd0233200e2
C1(C(C(C(C1(CO)O)O)O)O)=O	85b66047e54c1f4e
C(C1(C(CC(CC1O)O)=O)O)=O	118be96d88fbb01d
C1(C(C(CC(C1(CO)O)O)O)O)=O	5163aaea18ee2fb8
C(C1(C(CC(C1(C)O)O)=O)O)=O	dcfe83e2be643d97
C(C1(C(CC(C)(C1O)O)=O)O)=O	24e85237ef48d32c
C(C)(C1(C(CC(C1O)=O)O)O)=O	ffffe3a0b2f3c389
C(C1(C(C)(CC(C1O)=O)O)O)=O	73172eb312e8eb17
C1(C(C(C(C)(C1(CO)O)O)O)O)=O	cbbeed963c77ef21
C1(C(C(C)(C(C1(CO)O)O)O)O)=O	197d075cad616216
C1(C(C(CO)(C(CO)(C1)O)O)O)=O	5bcceb0156c23d94
C1(C(C(CO)(C(C1CO)O)O)O)=O	495f0eea15f9190d
C(C1C(C(CO)(C(C1O)O)O)O)=O	70b2dba73e2da23b
C1(C(C(C(C(C1)O)(CO)O)O)O)=O	3fb6f611b6553292
C1(C(C(C(C1)O)(C(CO)O)O)O)=O	f9ee0ded0b8605a3
C(C1C(CC(C1(C=O)O)O)O)=O	24418cc2875b19b7
C(C1C(C(C=O)(CC1O)O)O)=O	3dbd7b3ca889b5c4
C(CC1(C(CC(C1O)=O)O)O)=O	bdf6ffdc316fc27c
C(C(CO)C(C(C=O)C(C)O)O)=O	783314ab6d8150e6
C(C(C(CC(CO)=O)O)C(C)O)=O	d8e5caa1fb602fed
C(C(C(C(C(C)=O)O)O)C(C)O)=O	1ccd140db191d23a
C(C(C(CC=O)O)C(CCO)O)=O	96a6f31efd1fb8c5
C(C(CO)C(CC(CC=O)O)O)=O	585a43ec2130fdfc
C(C(C(CC=O)O)C(C)(CO)O)=O	619b383db44ff090
C(CC(CC(CC(CO)=O)O)O)=O	df0498aba1aa19f1
C(CC(CC(C(C(C)=O)O)O)O)=O	bdb2b47f65f8b67b
C(CC(C(C=O)C(C(O)=O)O)O)=O	90afa4e3342ee5ad
C(C(C(C(C)O)C(CCO)O)=O)=O	4ad3a5b3ef4a7a2b
C(C(CO)C(C=O)(CC(C)O)O)=O	63fd1b465160a6e
C(C(CO)C(C(CC(C)O)=O)O)=O	c3adee396c00e36f
C(C(C(C(C)O)C(C)(CO)O)=O)=O	a22c2054b05a0bcf
C(C(CC(C)O)(CC(CO)=O)O)=O	78d2d09a8a30e36
C(CC(C(CC(C)O)=O)O)(CO)=O	9b77fa58467a4e6b
C(C(CC(C)O)(C(C(C)=O)O)O)=O	a06c67e30e3441f9
C(C(C(C(CC(C)O)=O)O)O)(C)=O	e127d55a6399a617
C(C(C(C(C=O)=O)C(C)O)O)(O)=O	c39af22cfb47e8a3
C(C(C(CCO)O)C(C=O)(C)O)=O	2bf0c4261a1a7fba
C(C(CO)C(C(C)(CC=O)O)O)=O	fcff67f20f90c2d2
C(C(CO)C(CC(C=O)(C)O)O)=O	9a8e7246fc5b42b6
C(C(C(CO)(C)O)C(C=O)(C)O)=O	42291820104c10a1
C(CC(C)(C(CC(CO)=O)O)O)=O	79536fdd74a0fcc4
C(C(C)(CC(CC(CO)=O)O)O)=O	43754f5fe97b919d
C(CC(C)(C(C(C(C)=O)O)O)O)=O	6ee43141b752ca38
C(C(C)(CC(C(C(C)=O)O)O)O)=O	5c81d6f18a66a805
C(C(C(C=O)C(C=O)(C)O)O)(O)=O	5768f7b0fec7d5ab
C(CC(C(CC(CCO)O)=O)O)=O	13d5e9d9ed47d6ff
C(C(C(CCO)O)C(C(C)=O)O)=O	dbc37081caa78819
C(C(CO)C(C)(C(CC=O)O)O)=O	1a7b3f223fa2ccf8
C(C(CO)C(CC(C(C)=O)O)O)=O	1a425a90cb95d0f5
C(CC(C(CC(CO)(C)O)=O)O)=O	7e53875ac98900dd
