Index	Reagents	Products	Rule	Energy Change
41_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C1(C(C(C(C(C1)O)O)O)O)=O']	Aldol Condensation	-86.73
43_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(C(C1O)O)O)O)=O']	Aldol Condensation	-68.51
43_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(C(C1O)O)O)O)=O']	Knoevenagel C	-68.51
44_0	['C(CO)=O', 'C(CO)=O']	['C(C(C(CO)O)O)=O']	Aldol Condensation	-16.39
44_1	['C(CO)=O', 'C(CO)=O']	['C(C(C(CO)O)O)=O']	Knoevenagel H	-16.39
45_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Aldol Condensation	-13.37
45_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Knoevenagel H	-13.37
47_0	['O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
47_1	['O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Cannizarro 1	-15.27
77_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Retro Aldol	-55.64
78_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Retro Aldol	-43.58
78_1	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Knoevenagel H (inv)	-43.58
79_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Retro Aldol	-51.25
79_1	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Knoevenagel H (inv)	-51.25
85_0	['C(CO)=O']	['C(CO)=O']	Keto-enol migration twice	0.0
87_0	['C(C(C(CO)O)O)=O']	['C(CO)(C(CO)O)=O']	Keto-enol migration twice	-2.0
90_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Keto-enol migration twice	0.0
92_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)(C(CN)O)=O']	Keto-enol migration twice	0.0
100_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CO)O)(CC(CO)=O)=O']	Keto-enol migration twice	-2.0
102_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(C(CO)=O)O)O)=O']	Keto-enol migration twice	0.0
104_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(CCO)(C(C(CO)=O)O)=O']	Keto-enol migration twice	-2.0
106_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(CCO)O)=O)O)=O']	Keto-enol migration twice	0.0
108_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)(C(CC(CO)=O)O)=O']	Keto-enol migration twice	-2.0
112_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Keto-enol migration twice	-2.0
114_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C=O)O)O)(C(C)O)=O']	Keto-enol migration twice	0.0
116_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC(C(C(CO)=O)O)O)=O']	Keto-enol migration twice	-2.0
120_0	['N', 'C(CO)=O']	['O', 'C(CN)=O']	Amadori/Heyns Rearrangement	-21.36
122_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(CN)(C(CO)O)=O']	Amadori/Heyns Rearrangement	-20.34
136_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CO)O)(CC(CN)=O)=O']	Amadori/Heyns Rearrangement	-20.34
140_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CCO)(C(C(CN)=O)O)=O']	Amadori/Heyns Rearrangement	-20.34
144_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CN)(C(CC(CO)=O)O)=O']	Amadori/Heyns Rearrangement	-20.34
146_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(CC(C(C=O)O)O)N)=O']	Amadori/Heyns Rearrangement	-9.61
148_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C)(C(C(C(CN)=O)O)O)=O']	Amadori/Heyns Rearrangement	-20.34
150_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C=O)O)O)(C(C)N)=O']	Amadori/Heyns Rearrangement	-11.61
152_0	['N', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(CN)=O)O)O)=O']	Amadori/Heyns Rearrangement	-20.34
156_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)O']	Cannizarro 2, glucose (oxidation)	-20.29
158_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)O']	Cannizarro 2, glucose (oxidation)	-17.27
160_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
162_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)	-4.44
165_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(CO)O)(CC(CO)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
166_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)	-17.27
167_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
169_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C)(C(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
171_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CC(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
173_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(C(CCO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
175_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)N)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(C(C(CO)O)N)O)O)O']	Cannizarro 2, glucose (oxidation)	-17.27
177_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CO)(O)=O']	Cannizarro 2, glucose (reduction)	-40.02
179_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CO)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
181_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
183_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)	-4.44
187_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Cannizarro 2, glucose (reduction)	-17.27
189_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Cannizarro 2, glucose (reduction)	-17.27
191_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
193_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
195_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Cannizarro 2, glucose (reduction)	-17.27
197_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
199_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)N)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(C(CO)O)O)N)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
201_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel C	-91.59
201_1	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel H	-91.59
203_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel C	-71.84
203_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel H	-71.84
205_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel C	-10.73
205_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel H	-10.73
206_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['C(C(C(CO)O)O)=O', 'C(CO)(O)=O']	Knoevenagel H (inv)	-9.38
210_0	['N', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)O)N)=O)=O']	Amadori Rearrangement	-6.97
214_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)O)(C(CO)N)=O']	Amadori Rearrangement	-11.61
219_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(CCO)=O)=O']	Elimination + enol to keto	-41.01
220_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto	-49.2
221_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)O)=O']	Elimination + enol to keto	-102.36
222_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(C=O)O)=O']	Elimination + enol to keto	-39.01
223_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)=O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
224_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CO)=O)=O']	Elimination + enol to keto	-41.01
225_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CO)=O)O)=O']	Elimination + enol to keto	-41.01
226_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(CC(CO)=O)O)=O']	Elimination + enol to keto	-41.01
227_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CO)=O)O)O)=O']	Elimination + enol to keto	-45.4
228_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CO)=O)O)O)=O']	Elimination + enol to keto	-39.01
229_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CN)=O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
230_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CN)=O)=O']	Elimination + enol to keto	-41.01
231_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CN)=O)O)=O']	Elimination + enol to keto	-41.01
232_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(CC(CO)=O)O)=O']	Elimination + enol to keto	-41.01
233_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CN)=O)O)O)=O']	Elimination + enol to keto	-45.4
234_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CN)=O)O)O)=O']	Elimination + enol to keto	-39.01
235_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
236_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
237_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
238_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Elimination + enol to keto	-41.01
239_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Elimination + enol to keto	-41.01
240_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Elimination + enol to keto	-41.01
241_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Elimination + enol to keto	-45.4
242_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Elimination + enol to keto	-39.01
243_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CC(C(C(CO)O)O)O)=O']	Elimination + enol to keto	-39.01
244_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C)(C(C(C(CO)O)O)O)=O']	Elimination + enol to keto	-45.4
245_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CO)(CC(C(CO)O)O)=O']	Elimination + enol to keto	-41.01
246_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(C(CO)O)O)(CCO)=O']	Elimination + enol to keto	-41.01
247_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(CO)O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
249_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
251_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto	-41.01
253_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto	-45.4
255_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto	-39.01
257_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto	-36.37
259_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto	-36.37
261_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto	-89.53
263_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto	-39.01
269_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto	-45.4
271_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto	-47.2
272_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
273_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto	-49.2
274_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto	-41.01
275_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto	-49.2
276_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
277_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto	-97.97
278_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C=O)O)(CC(C)=O)=O']	Elimination + enol to keto	-41.01
279_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto	-41.01
280_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
281_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto	-53.84
282_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)=O']	Elimination + enol to keto	-41.01
283_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto	-49.2
284_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(C=O)O)N)(CCO)=O']	Elimination + enol to keto	-13.44
286_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(CC(CO)=O)N)O)=O']	Elimination + enol to keto	-41.01
288_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(C(C(C)=O)O)N)O)=O']	Elimination + enol to keto	-45.4
290_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(CC(C(C(C=O)O)N)O)=O']	Elimination + enol to keto	-39.01
292_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O)O1)O)=O']	Elimination + enol to keto	-65.88
294_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(CO)O)C1O)=O']	Elimination + enol to keto	-51.69
296_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(C(CO)O)C1)=O']	Elimination + enol to keto	-51.69
298_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)O)OC(C1)O)=O']	Elimination + enol to keto	-51.69
300_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(C)(C1C(C(C(O1)O)O)O)=O']	Elimination + enol to keto	-45.4
302_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(CC1C(C(C(O)O1)O)O)=O']	Elimination + enol to keto	-39.01
304_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O1)O)O)=O']	Elimination + enol to keto	-65.88
306_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(CO)C(C1O)O)=O']	Elimination + enol to keto	-51.69
308_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(CO)C(C1)O)=O']	Elimination + enol to keto	-51.69
310_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)OC(C1)O)O)=O']	Elimination + enol to keto	-51.69
312_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OC(CO)C1)O)=O']	Elimination + enol to keto	-51.69
314_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(CO)OC(C(C1)O)O)=O']	Elimination + enol to keto	-51.69
316_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO1)O)O)O)=O']	Elimination + enol to keto	-65.88
318_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COCC(C(C1O)O)O)=O']	Elimination + enol to keto	-51.69
320_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OCC(C(C1)O)O)=O']	Elimination + enol to keto	-51.69
322_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(COC(C1)O)O)O)=O']	Elimination + enol to keto	-51.69
324_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OCC(C1)O)O)=O']	Elimination + enol to keto	-51.69
326_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(COC(C(C1)O)O)O)=O']	Elimination + enol to keto	-51.69
328_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(C(O)OCC1)O)O)=O']	Elimination + enol to keto	-51.69
330_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(C(C1)O)O)O)=O']	Elimination + enol to keto	-51.69
332_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C(CO)O)=CC(C=O)=O']	Elimination2	-0.43
336_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C=CC(C(CO)O)=O)=O']	Elimination2	-0.43
338_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(C=C)=O)O)O)=O']	Elimination2	-2.3
340_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(C=CC(CO)=O)O)=O']	Elimination2	-0.43
342_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(C=CC=O)O)O)=O']	Elimination2	-0.43
356_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['N', 'C(C(CC(C(CO)O)O)=O)=O']	Deamination 2	-29.41
357_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['N', 'C(CC(C=O)O)(C(CO)O)=O']	Deamination 2	-29.41
359_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(C(C(CO)N)O)=O']	Mannich Addition	-11.61
361_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(C(C(CO)O)N)O)=O']	Mannich Addition	-11.61
363_0	['N', 'C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(C(C(CO)O)N)O)=O']	Mannich Addition	-11.61
364_0	['N', 'C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(CO)O)O)N)O)(O)=O']	Mannich Addition	-11.61
366_0	['N', 'C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C(CC(C(CO)O)N)=O)=O']	Mannich Addition	-11.61
