Index	Reagents	Products	Rule	Energy Change
81_0	['C(CC(C(O)=O)=O)(O)=O', 'C=O']	['C(C(C(C(O)=O)=O)CO)(O)=O']	Aldol Condensation	-30.03
81_1	['C(CC(C(O)=O)=O)(O)=O', 'C=O']	['C(C(C(C(O)=O)=O)CO)(O)=O']	Knoevenagel C	-30.03
83_0	['C(C(O)=O)(CC(C(C)=O)=O)=O', 'C=O']	['C(C(C(C(C(C)=O)=O)CO)=O)(O)=O']	Aldol Condensation	-26.12
83_1	['C(C(O)=O)(CC(C(C)=O)=O)=O', 'C=O']	['C(C(C(C(C(C)=O)=O)CO)=O)(O)=O']	Knoevenagel C	-26.12
85_0	['C(C(O)=O)(CC(C(C)=O)=O)=O', 'C=O']	['C(C(CC(C(CCO)=O)=O)=O)(O)=O']	Aldol Condensation	-25.21
87_0	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	['C(CO)(C(C(C(C=O)=O)O)O)=O']	Aldol Condensation	-10.35
87_1	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	['C(CO)(C(C(C(C=O)=O)O)O)=O']	Knoevenagel H	-10.35
89_0	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C(C=O)=O)O)O)=O']	Aldol Condensation	-5.7
89_1	['C(C(CO)=O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C(C=O)=O)O)O)=O']	Knoevenagel H	-5.7
91_0	['C(C(CO)=O)=O', 'C=O']	['C(C(C(CO)O)=O)=O']	Aldol Condensation	-29.6
91_1	['C(C(CO)=O)=O', 'C=O']	['C(C(C(CO)O)=O)=O']	Knoevenagel H	-29.6
93_0	['C=O', 'C=C(C(O)=O)CC(C(O)=O)=O']	['C=C(C(O)=O)C(C(C(O)=O)=O)CO']	Aldol Condensation	-26.12
95_0	['C=O', 'C(C1(C)CC(C(O1)=O)=O)(O)=O']	['C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O']	Aldol Condensation	-29.45
95_1	['C=O', 'C(C1(C)CC(C(O1)=O)=O)(O)=O']	['C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O']	Knoevenagel C	-29.45
97_0	['C=O', 'C1(C(C)(CC(C(O1)=O)=O)O)=O']	['C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O']	Aldol Condensation	-29.45
97_1	['C=O', 'C1(C(C)(CC(C(O1)=O)=O)O)=O']	['C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O']	Knoevenagel C	-29.45
99_0	['C(C)=O', 'C(CC(C)O)=O']	['C(CC(CC(C)O)O)=O']	Aldol Condensation	-6.12
101_0	['C(C)=O', 'C(CC(C)O)=O']	['C(C(C(C)O)C(C)O)=O']	Aldol Condensation	-3.79
101_1	['C(C)=O', 'C(CC(C)O)=O']	['C(C(C(C)O)C(C)O)=O']	Knoevenagel C	-3.79
107_0	['C(C)=O', 'C(C(CC(C)O)=O)(O)=O']	['C(C(CC(C)O)(CC=O)O)(O)=O']	Aldol Condensation	-1.48
109_0	['C(C)=O', 'C(C(CC(C)O)=O)(O)=O']	['C(C(C(C(C)O)C(C)O)=O)(O)=O']	Aldol Condensation	-3.79
109_1	['C(C)=O', 'C(C(CC(C)O)=O)(O)=O']	['C(C(C(C(C)O)C(C)O)=O)(O)=O']	Knoevenagel C	-3.79
111_0	['C(C)=O', 'C(C(C)(CC=O)O)(O)=O']	['C(C(C)(CC(CC=O)O)O)(O)=O']	Aldol Condensation	-6.12
113_0	['C(C)=O', 'C(C(C)(CC=O)O)(O)=O']	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	Aldol Condensation	-3.79
113_1	['C(C)=O', 'C(C(C)(CC=O)O)(O)=O']	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	Knoevenagel C	-3.79
115_0	['C(C)=O', 'C(CC(C(O)=O)=O)(O)=O']	['C(CC(C(O)=O)(CC=O)O)(O)=O']	Aldol Condensation	-8.65
117_0	['C(C)=O', 'C(CC(C(O)=O)=O)(O)=O']	['C(C(C(C(O)=O)=O)C(C)O)(O)=O']	Aldol Condensation	-10.95
117_1	['C(C)=O', 'C(CC(C(O)=O)=O)(O)=O']	['C(C(C(C(O)=O)=O)C(C)O)(O)=O']	Knoevenagel C	-10.95
119_0	['C(C)=O', 'C(C(CO)=O)=O']	['C(CC(C(CO)=O)O)=O']	Aldol Condensation	-6.12
121_0	['C(C)=O', 'C(C(CO)=O)=O']	['C(C(CO)(CC=O)O)=O']	Aldol Condensation	-1.48
123_0	['C(C)=O', 'C(C(CO)=O)=O']	['C(C(C(C(C)O)O)=O)=O']	Aldol Condensation	-10.51
123_1	['C(C)=O', 'C(C(CO)=O)=O']	['C(C(C(C(C)O)O)=O)=O']	Knoevenagel H	-10.51
125_0	['C(C)=O', 'C=O']	['C(CCO)=O']	Aldol Condensation	-25.37
137_0	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	['C(C(CC(CC(C)O)O)=O)(O)=O']	Aldol Condensation	-11.74
138_0	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	Aldol Condensation	-4.76
138_1	['C(C(C)=O)(O)=O', 'C(CC(C)O)=O']	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	Knoevenagel C	-4.76
140_0	['C(C(C)=O)(O)=O', 'C(CC(O)=O)=O']	['C(CC(CC(C(O)=O)=O)O)(O)=O']	Aldol Condensation	-2.05
143_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(CO)(C(CC(C(O)=O)=O)O)=O']	Aldol Condensation	-11.74
145_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(CC(C(O)=O)=O)O)=O']	Aldol Condensation	-7.09
147_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	Aldol Condensation	-11.48
147_1	['C(C(C)=O)(O)=O', 'C(C(CO)=O)=O']	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	Knoevenagel H	-11.48
149_0	['C(C(C)=O)(O)=O', 'C=O']	['C(C(CCO)=O)(O)=O']	Aldol Condensation	-30.99
150_0	['O', 'C(C(O)=O)(CC(C(C)=O)=O)=O']	['C(C(C)(CC(C(O)=O)=O)O)(O)=O']	Benzilic Acid Rearrangement	-2.44
151_0	['O', 'C(C(CO)=O)=O']	['C(C(CO)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
151_1	['O', 'C(C(CO)=O)=O']	['C(C(CO)O)(O)=O']	Cannizarro 1	-15.27
167_0	['C1(C(C)(CC(C(O)=O)(O)O1)O)=O']	['O', 'C1(C(C)(CC(C(O1)=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)	-25.77
169_0	['C(CC(O)=O)=O']	['C(C)=O', 'C(=O)=O']	Retro Aldol	-49.07
169_1	['C(CC(O)=O)=O']	['C(C)=O', 'C(=O)=O']	Beta Decarboxylation	-49.07
172_0	['C(CC(C(O)=O)=O)(O)=O']	['C(C(C)=O)(O)=O', 'C(=O)=O']	Retro Aldol	-60.3
172_1	['C(CC(C(O)=O)=O)(O)=O']	['C(C(C)=O)(O)=O', 'C(=O)=O']	Beta Decarboxylation	-60.3
177_0	['C(C(CO)=O)=O']	['C(C(C=O)O)=O']	Keto-enol migration twice	-59.59
180_0	['O', 'C(CC(C)O)=O', 'C=O']	['CC(CCO)O', 'C(O)=O']	Cannizarro 2, HCHO (oxidation)	-24.95
182_0	['O', 'C(CC(O)=O)=O', 'C=O']	['C(O)=O', 'C(CCO)(O)=O']	Cannizarro 2, HCHO (oxidation)	-27.73
184_0	['O', 'C(C(C)(CC=O)O)(O)=O', 'C=O']	['C(O)=O', 'C(C(C)(CCO)O)(O)=O']	Cannizarro 2, HCHO (oxidation)	-24.95
186_0	['O', 'C(C(CO)=O)=O', 'C=O']	['C(O)=O', 'C(CO)(CO)=O']	Cannizarro 2, HCHO (oxidation)	-25.12
188_0	['O', 'C=O', 'C=O']	['C(O)=O', 'CO']	Cannizarro 2, HCHO (oxidation)	-37.85
188_1	['O', 'C=O', 'C=O']	['C(O)=O', 'CO']	Cannizarro 2, HCHO (reduction)	-37.85
190_0	['O', 'C(C)=O', 'C=O']	['C(O)=O', 'CCO']	Cannizarro 2, HCHO (oxidation)	-25.39
192_0	['O', 'C(CC(C)O)=O', 'C=O']	['CO', 'C(CC(C)O)(O)=O']	Cannizarro 2, HCHO (reduction)	-30.17
194_0	['O', 'C(CC(O)=O)=O', 'C=O']	['CO', 'C(CC(O)=O)(O)=O']	Cannizarro 2, HCHO (reduction)	-20.49
196_0	['O', 'C(C(C)(CC=O)O)(O)=O', 'C=O']	['CO', 'C(C(C)(CC(O)=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)	-30.17
198_0	['O', 'C(C(CO)=O)=O', 'C=O']	['CO', 'C(C(CO)=O)(O)=O']	Cannizarro 2, HCHO (reduction)	-17.7
200_0	['O', 'C(C)=O', 'C=O']	['CO', 'C(C)(O)=O']	Cannizarro 2, HCHO (reduction)	-41.75
202_0	['C(C(CO)O)(O)=O', 'C(CC(C)O)=O']	['C(C(CO)(C(CC(C)O)O)O)(O)=O']	Knoevenagel C	-7.7
202_1	['C(C(CO)O)(O)=O', 'C(CC(C)O)=O']	['C(C(CO)(C(CC(C)O)O)O)(O)=O']	Knoevenagel H	-7.7
206_0	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	Knoevenagel C	-7.7
206_1	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	Knoevenagel H	-7.7
208_0	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	Knoevenagel C	-3.06
208_1	['C(C(CO)O)(O)=O', 'C(C(CO)=O)=O']	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	Knoevenagel H	-3.06
210_0	['C(C(CO)O)(O)=O', 'C=O']	['C(C(CO)(CO)O)(O)=O']	Knoevenagel C	-26.95
210_1	['C(C(CO)O)(O)=O', 'C=O']	['C(C(CO)(CO)O)(O)=O']	Knoevenagel H	-26.95
219_0	['C=O', 'C(CO)(O)=O']	['C(C(CO)O)(O)=O']	Knoevenagel H	-9.87
234_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['C(CO)(O)=O', 'C(C(C=O)(C)O)(O)=O']	Knoevenagel H (inv)	-9.38
237_0	['C(C(CO)(C(C)O)O)(O)=O']	['O', 'C(C(C=O)C(C)O)(O)=O']	Elimination + enol to keto	-34.93
239_0	['C(C(CO)(C(C)O)O)(O)=O']	['O', 'C(C(C(C)=O)CO)(O)=O']	Elimination + enol to keto	-36.93
240_0	['C(C(C(O)=O)(CO)O)(O)=O']	['O', 'C(C(C(O)=O)C(O)=O)=O']	Elimination + enol to keto	-34.93
241_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['O', 'C(C(C=O)C(C(O)=O)(C)O)(O)=O']	Elimination + enol to keto	-34.93
243_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C(CC(O)=O)=O)(C)O)(O)=O']	Elimination + enol to keto	-41.01
245_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(O)=O)O)=O)C)(O)=O']	Elimination + enol to keto	-36.93
246_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C(C)(CC(C(O)=O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
247_0	['C(CO)O']	['O', 'C(C)=O']	Elimination + enol to keto	-43.23
249_0	['C(CC(C)O)=O']	['O', 'C(C)=CC=O']	Elimination2	-0.43
253_0	['C(C(CC(C)O)=O)(O)=O']	['O', 'C(C)=CC(C(O)=O)=O']	Elimination2	-0.43
255_0	['C(C(CC(C)O)=O)(O)=O']	['O', 'C=CCC(C(O)=O)=O']	Elimination2	-0.43
267_0	['C1(C(C)(CC(C(O)=O)(O)O1)O)=O']	['O', 'C1(C(C=C(C(O)=O)O1)(C)O)=O']	Elimination2	-48.02
269_0	['C1(C(C)(CC(C(O)=O)(O)O1)O)=O']	['O', 'C(C1(C=C(C(O1)=O)C)O)(O)=O']	Elimination2	-48.02
271_0	['C1(C(C)(CC(C(O)=O)(O)O1)O)=O']	['O', 'C(C1(CC(C(O1)=O)=C)O)(O)=O']	Elimination2	-27.94
273_0	['C1(C(C)(CC(C(O1)=O)=O)O)=O']	['O', 'C1(C(C)=CC(C(O1)=O)=O)=O']	Elimination2	-48.02
275_0	['C1(C(C)(CC(C(O1)=O)=O)O)=O']	['O', 'C=C1C(OC(C(C1)=O)=O)=O']	Elimination2	-27.94
295_0	['O', 'C(C(C)=CC(C(O)=O)=O)(O)=O']	['C(C(C)(CC(C(O)=O)=O)O)(O)=O']	Hydration of C=C(O)	-0.4
298_0	['O', 'C=C(C(O)=O)CC(C(O)=O)=O']	['C(C(C)(CC(C(O)=O)=O)O)(O)=O']	Hydration of C=C(O)	-0.4
305_0	['C=C(C(O)=O)CC(C(O)=O)=O']	['C(C1(CC(C(O1)=O)=C)O)(O)=O']	Hemiacetal Formation for 5 membered rings	-16.6
309_0	['C(C(O)=O)(CC(C(C)=O)=O)=O']	['C1(C(C)(O)OC(C(C1)=O)=O)=O']	Hemiacetal Formation for 6 membered rings	-16.47
310_0	['C1(C(C)(CC(C(O)=O)(O)O1)O)=O']	['C(C(C)(CC(C(O)=O)=O)O)(O)=O']	Hemiacetal Formation for 5 membered rings, inverse	-11.74
311_0	['C(C(CC(C)O)=O)(O)=O']	['C(=O)=O', 'C(CC(C)O)=O']	Alpha-Keto Acid Decarboxylation	-52.53
312_0	['C(CC(C(O)=O)=O)(O)=O']	['C(=O)=O', 'C(CC(O)=O)=O']	Alpha-Keto Acid Decarboxylation	-69.38
313_0	['C(C(O)=O)(CC(C(C)=O)=O)=O']	['C(=O)=O', 'C(CC(C(C)=O)=O)=O']	Alpha-Keto Acid Decarboxylation	-52.53
314_0	['C(C(C)=CC(C(O)=O)=O)(O)=O']	['C(=O)=O', 'C(C=C(C(O)=O)C)=O']	Alpha-Keto Acid Decarboxylation	-52.53
315_0	['C=C(C(O)=O)CC(C(O)=O)=O']	['C(=O)=O', 'C(CC(C(O)=O)=C)=O']	Alpha-Keto Acid Decarboxylation	-50.0
317_0	['C(C(CC(C)O)=O)(O)=O']	['O', 'C1(C(OC(C)C1)=O)=O']	Ring Closure 5 membered O, O	-30.81
321_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['O', 'C1(C(C)(C(C(O)=O)(CO1)O)O)=O']	Ring Closure 5 membered O, O	-31.91
323_0	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	['O', 'C1(C(CO)(C(C(O1)=O)(C)O)O)=O']	Ring Closure 5 membered O, O	-6.47
324_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C(C1(C)C(C(C(O1)=O)O)O)(O)=O']	Ring Closure 5 membered O, O	-12.95
326_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C1(C(C)(C(C(C(O)=O)O1)O)O)=O']	Ring Closure 5 membered O, O	-25.95
327_0	['C1(C(C)(CC(C(O)=O)(O)O1)O)=O']	['O', 'C1(C2(C)CC(C(O2)=O)(O)O1)=O']	Ring Closure 5 membered O, O	-10.47
328_0	['C1(C(C)(CC(C(O1)=O)=O)O)=O']	['C(C1(C)CC(C(O1)=O)=O)(O)=O']	Ring Closure 5 membered O, O	-9.59
329_0	['C=C(C(O)=O)CC(C(O)=O)=O']	['O', 'C=C1C(OC(C(C1)=O)=O)=O']	Ring Closure 6 membered O, O	-42.37
330_0	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	['O', 'C1(C(C)(C(C(C(O1)=O)O)O)O)=O']	Ring Closure 6 membered O, O	-3.35
332_0	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C1(C(C(C(C1O)O)C(C)O)O)=O']	Aldol Condensation	-94.99
332_1	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C1(C(C(C(C1O)O)C(C)O)O)=O']	Knoevenagel H	-94.99
334_0	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(C1C(C(C(C1O)=O)O)O)(O)=O']	Aldol Condensation	-94.99
334_1	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(C1C(C(C(C1O)=O)O)O)(O)=O']	Knoevenagel H	-94.99
336_0	['C(C(C(C(C(C)=O)=O)CO)=O)(O)=O']	['C(C1(CC(C(C1CO)=O)=O)O)(O)=O']	Aldol Condensation	-91.01
337_0	['C(C(CC(C(CCO)=O)=O)=O)(O)=O']	['C(C1(CC(C(C1CO)=O)=O)O)(O)=O']	Aldol Condensation	-91.93
337_1	['C(C(CC(C(CCO)=O)=O)=O)(O)=O']	['C(C1(CC(C(C1CO)=O)=O)O)(O)=O']	Knoevenagel C	-91.93
339_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C1(C(C(C(C(C1O)O)=O)O)O)=O']	Aldol Condensation	-119.95
339_1	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C1(C(C(C(C(C1O)O)=O)O)O)=O']	Knoevenagel H	-119.95
341_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C1(C(C(C(C1O)=O)O)O)O)=O']	Aldol Condensation	-98.67
341_1	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C1(C(C(C(C1O)=O)O)O)O)=O']	Knoevenagel H	-98.67
343_0	['C(CC(C(CO)=O)O)=O']	['C1(C(C(CC1O)O)O)=O']	Aldol Condensation	-88.42
343_1	['C(CC(C(CO)=O)O)=O']	['C1(C(C(CC1O)O)O)=O']	Knoevenagel H	-88.42
345_0	['C(CO)(C(CC(C(O)=O)=O)O)=O']	['C(C1(CC(C(C1O)=O)O)O)(O)=O']	Aldol Condensation	-89.59
345_1	['C(CO)(C(CC(C(O)=O)=O)O)=O']	['C(C1(CC(C(C1O)=O)O)O)(O)=O']	Knoevenagel H	-89.59
347_0	['C(CC(C(C)=O)=O)=O']	['C1(C(CC(C1)O)=O)=O']	Aldol Condensation	-86.52
350_0	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	['C(C1(C(C(C(C1)=O)O)O)O)(O)=O']	Aldol Condensation	-85.2
352_0	['C(C)(C1(CC(C(O1)=O)=O)O)=O']	['C1(C2(CC(C(C2)=O)(O)O1)O)=O']	Aldol Condensation	-70.87
354_0	['C(C(CO)C(C)O)=O', 'C(CCO)=O']	['C(C(CO)C(C(CO)C(C)O)O)=O']	Aldol Condensation	-3.62
354_1	['C(C(CO)C(C)O)=O', 'C(CCO)=O']	['C(C(CO)C(C(CO)C(C)O)O)=O']	Knoevenagel C	-3.62
356_0	['C(C(CO)C(C)O)=O', 'C(CC=C)=O']	['C(C(C=C)C(C(CO)C(C)O)O)=O']	Aldol Condensation	-3.62
358_0	['C(C(C=O)CO)(O)=O', 'C(CCO)=O']	['C(C(CO)C(C(C=O)CO)O)(O)=O']	Aldol Condensation	-3.62
358_1	['C(C(C=O)CO)(O)=O', 'C(CCO)=O']	['C(C(CO)C(C(C=O)CO)O)(O)=O']	Knoevenagel C	-3.62
360_0	['C(C(C=O)CO)(O)=O', 'C(CC=C)=O']	['C(C(C=C)C(C(C(O)=O)CO)O)=O']	Aldol Condensation	-3.62
362_0	['C(C(C(CO)O)=O)=O', 'C(CCO)=O']	['C(C(CO)C(C(C(CO)O)=O)O)=O']	Aldol Condensation	-3.62
362_1	['C(C(C(CO)O)=O)=O', 'C(CCO)=O']	['C(C(CO)C(C(C(CO)O)=O)O)=O']	Knoevenagel C	-3.62
366_0	['C(C(C(CO)O)=O)=O', 'C(CC=C)=O']	['C(C(C=C)C(C(C(CO)O)=O)O)=O']	Aldol Condensation	-3.62
370_0	['C(CC(CC(C)O)O)=O', 'C(C=O)=O']	['C(C(C(CC(C)O)O)C(C=O)O)=O']	Aldol Condensation	-3.62
370_1	['C(CC(CC(C)O)O)=O', 'C(C=O)=O']	['C(C(C(CC(C)O)O)C(C=O)O)=O']	Knoevenagel C	-3.62
372_0	['C(CC(CC=O)O)(O)=O', 'C(C=O)=O']	['C(CC(C(C=O)C(C=O)O)O)(O)=O']	Aldol Condensation	-3.62
372_1	['C(CC(CC=O)O)(O)=O', 'C(C=O)=O']	['C(CC(C(C=O)C(C=O)O)O)(O)=O']	Knoevenagel C	-3.62
374_0	['C(CC(C(CO)=O)O)=O', 'C(C=O)=O']	['C(C(C(C=O)C(C(CO)=O)O)O)=O']	Aldol Condensation	-3.62
374_1	['C(CC(C(CO)=O)O)=O', 'C(C=O)=O']	['C(C(C(C=O)C(C(CO)=O)O)O)=O']	Knoevenagel C	-3.62
376_0	['C(CC(C(CO)=O)O)=O', 'C(C=O)=O']	['C(C(C(C(C(CC=O)O)=O)O)O)=O']	Aldol Condensation	-10.35
376_1	['C(CC(C(CO)=O)O)=O', 'C(C=O)=O']	['C(C(C(C(C(CC=O)O)=O)O)O)=O']	Knoevenagel H	-10.35
378_0	['C(C(CO)(CC=O)O)=O', 'C(C=O)=O']	['C(C(C(C=O)C(C=O)(CO)O)O)=O']	Aldol Condensation	-3.62
378_1	['C(C(CO)(CC=O)O)=O', 'C(C=O)=O']	['C(C(C(C=O)C(C=O)(CO)O)O)=O']	Knoevenagel C	-3.62
380_0	['C(CCO)=O', 'C(CCO)=O']	['C(C(CO)C(CCO)O)=O']	Aldol Condensation	-3.62
380_1	['C(CCO)=O', 'C(CCO)=O']	['C(C(CO)C(CCO)O)=O']	Knoevenagel C	-3.62
384_0	['C(CCO)=O', 'C(C(CCO)=O)(O)=O']	['C(C(C(CO)C(CCO)O)=O)(O)=O']	Aldol Condensation	-3.62
384_1	['C(CCO)=O', 'C(C(CCO)=O)(O)=O']	['C(C(C(CO)C(CCO)O)=O)(O)=O']	Knoevenagel C	-3.62
388_0	['C(CCO)=O', 'C(CC(C(C)=O)=O)=O']	['C(C(CO)C(C(CC=O)=O)(C)O)=O']	Aldol Condensation	-3.62
388_1	['C(CCO)=O', 'C(CC(C(C)=O)=O)=O']	['C(C(CO)C(C(CC=O)=O)(C)O)=O']	Knoevenagel C	-3.62
392_0	['C(CCO)=O', 'C(CC(C(C)=O)=O)=O']	['C(C(C(C(C)=O)=O)C(CCO)O)=O']	Aldol Condensation	-6.87
392_1	['C(CCO)=O', 'C(CC(C(C)=O)=O)=O']	['C(C(C(C(C)=O)=O)C(CCO)O)=O']	Knoevenagel C	-6.87
394_0	['C(CCO)=O', 'C(CC(C(C)=O)=O)=O']	['C(CC(C(CC(CCO)O)=O)=O)=O']	Aldol Condensation	-5.96
396_0	['C(CCO)=O', 'C(C=O)=O']	['C(C(CO)C(C=O)O)=O']	Aldol Condensation	-3.62
396_1	['C(CCO)=O', 'C(C=O)=O']	['C(C(CO)C(C=O)O)=O']	Knoevenagel C	-3.62
402_0	['C(CCO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CCO)O)O)=O']	Aldol Condensation	-10.17
402_1	['C(CCO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CCO)O)O)=O']	Knoevenagel H	-10.17
