Generation	Smiles	Inchi	Pathway
G2	C(CO)(C(CC(CO)=O)O)=O	QORDBZPIKABGJM	['C(CO)(C(CC(CO)=O)O)=O', ['99_0', 'Keto-enol migration twice'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C(CC(C=O)O)O)O)=O	ZAZMXMODCOTURY	['C(C(C(CC(C=O)O)O)O)=O', ['101_0', 'Keto-enol migration twice'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C)(C(C(C(CO)=O)O)O)=O	KFHNTUHHTDAEOF	['C(C)(C(C(C(CO)=O)O)O)=O', ['103_0', 'Keto-enol migration twice'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['23_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C(C=O)O)O)(C(C)O)=O	LLJOTQMGGPLNOO	['C(C(C(C=O)O)O)(C(C)O)=O', ['105_0', 'Keto-enol migration twice'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['23_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(CC(C(C(CO)=O)O)O)=O	DPJVCISCLBZLDP	['C(CC(C(C(CO)=O)O)O)=O', ['107_0', 'Keto-enol migration twice'], 'C(CC(C(C(C=O)O)O)O)=O', ['25_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C(CO)O)O)O	UNXHWFMMPAWVPI	['C(C(C(CO)O)O)O', ['111_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(CO)(CC(C(CO)O)O)=O	OXFWZSUJNURRMW	['C(CO)(CC(C(CO)O)O)=O', ['113_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C(CO)O)O)(CCO)=O	MSERTCQRMJDWLM	['C(C(C(CO)O)O)(CCO)=O', ['115_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(CO)O)(CC(CO)O)=O	ZFKOVTBOKTVFNN	['C(C(CO)O)(CC(CO)O)=O', ['117_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C)(C(C(C(CO)O)O)O)=O	IXDZFGATLNCIOI	['C(C)(C(C(C(CO)O)O)O)=O', ['122_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(CC(C(C(CO)O)O)O)=O	VRYALKFFQXWPIH	['C(CC(C(C(CO)O)O)O)=O', ['124_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C(C(CCO)O)O)O)=O	QITFYRWXWLBOON	['C(C(C(C(CCO)O)O)O)=O', ['126_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C(CO)O)O)(O)=O	JPIJQSOTBSSVTP	['C(C(C(CO)O)O)(O)=O', ['130_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(CC(C(C1(CO)O)O)O)=O	OOMLFVGHKQXLAI	['C1(CC(C(C1(CO)O)O)O)=O', ['150_0', 'Knoevenagel C'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C1(C(C(CC1O)O)O)O)=O	KTMZJGYSSGDOQI	['C(C1(C(C(CC1O)O)O)O)=O', ['152_0', 'Knoevenagel C'], 'C(CC(C(C(C=O)O)O)O)=O', ['25_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(CC(C(C(CO)O)O1)O)=O	WIKTYYPIOVPRBF	['C1(CC(C(C(CO)O)O1)O)=O', ['216_0', 'Elimination + enol to keto'], 'C(C(C1C(C(C(O)O1)O)O)O)O', ['27_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(COC(C(CO)O)C1O)=O	QMKUJGYJIQIANY	['C1(COC(C(CO)O)C1O)=O', ['218_0', 'Elimination + enol to keto'], 'C(C(C1C(C(C(O)O1)O)O)O)O', ['27_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(O)OC(C(CO)O)C1)=O	CTMYXQCRPPOKCU	['C1(C(O)OC(C(CO)O)C1)=O', ['220_0', 'Elimination + enol to keto'], 'C(C(C1C(C(C(O)O1)O)O)O)O', ['27_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(C(CO)O)OC(C1)O)=O	GONGZWHRWCYDTA	['C1(C(C(CO)O)OC(C1)O)=O', ['222_0', 'Elimination + enol to keto'], 'C(C(C1C(C(C(O)O1)O)O)O)O', ['27_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C)(C1C(C(C(O1)O)O)O)=O	VTYZWSTWPSLGHX	['C(C)(C1C(C(C(O1)O)O)O)=O', ['224_0', 'Elimination + enol to keto'], 'C(C(C1C(C(C(O)O1)O)O)O)O', ['27_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(CC1C(C(C(O)O1)O)O)=O	FSEGFALCGGGEPO	['C(CC1C(C(C(O)O1)O)O)=O', ['226_0', 'Elimination + enol to keto'], 'C(C(C1C(C(C(O)O1)O)O)O)O', ['27_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(CC(C(C(CO)O1)O)O)=O	DBXNZGWNBVNDSO	['C1(CC(C(C(CO)O1)O)O)=O', ['228_0', 'Elimination + enol to keto'], 'C(C1C(C(C(C(O)O1)O)O)O)O', ['29_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(COC(CO)C(C1O)O)=O	OCLOLUFOLJIQDC	['C1(COC(CO)C(C1O)O)=O', ['230_0', 'Elimination + enol to keto'], 'C(C1C(C(C(C(O)O1)O)O)O)O', ['29_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(O)OC(CO)C(C1)O)=O	UHPMJDGOAZMIID	['C1(C(O)OC(CO)C(C1)O)=O', ['232_0', 'Elimination + enol to keto'], 'C(C1C(C(C(C(O)O1)O)O)O)O', ['29_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(C(CO)OC(C1)O)O)=O	PVKLTCFYNBLGMN	['C1(C(C(CO)OC(C1)O)O)=O', ['234_0', 'Elimination + enol to keto'], 'C(C1C(C(C(C(O)O1)O)O)O)O', ['29_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(C(O)OC(CO)C1)O)=O	IOFQXNNENHCUQL	['C1(C(C(O)OC(CO)C1)O)=O', ['236_0', 'Elimination + enol to keto'], 'C(C1C(C(C(C(O)O1)O)O)O)O', ['29_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(CO)OC(C(C1)O)O)=O	NWAQREDMTHFVFF	['C1(C(CO)OC(C(C1)O)O)=O', ['238_0', 'Elimination + enol to keto'], 'C(C1C(C(C(C(O)O1)O)O)O)O', ['29_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(CC(C(C(CO1)O)O)O)=O	HOHFQGCXQDHZJL	['C1(CC(C(C(CO1)O)O)O)=O', ['240_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(COCC(C(C1O)O)O)=O	DBLLDNNAYQFXMT	['C1(COCC(C(C1O)O)O)=O', ['242_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(O)OCC(C(C1)O)O)=O	FDUCWCLOCIPWJT	['C1(C(O)OCC(C(C1)O)O)=O', ['244_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(C(COC(C1)O)O)O)=O	PATGLOACTPYBAI	['C1(C(C(COC(C1)O)O)O)=O', ['246_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(C(O)OCC(C1)O)O)=O	KGUNYMYUWFWAAR	['C1(C(C(O)OCC(C1)O)O)=O', ['248_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(COC(C(C1)O)O)O)=O	YYOBYHDYKCPMFE	['C1(C(COC(C(C1)O)O)O)=O', ['250_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(C(C(C(O)OCC1)O)O)=O	KRKZFVZQYDKETD	['C1(C(C(C(O)OCC1)O)O)=O', ['252_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1(COC(C(C(C1)O)O)O)=O	QQYKOAFGQUCGEA	['C1(COC(C(C(C1)O)O)O)=O', ['254_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C1C(C(C(O)O1)O)O	FMAORJIQYMIRHF	['C1C(C(C(O)O1)O)O', ['277_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)O)O)=O', ['4_0', 'Retro Aldol'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C1(CC(C(CO)O1)O)O)=O	XCOLHFJYVWHMEU	['C(C1(CC(C(CO)O1)O)O)=O', ['282_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(CC1(C(C(CO1)O)O)O)=O	OJFNRRYMUBSATR	['C(CC1(C(C(CO1)O)O)O)=O', ['285_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(CO)O)O)=O)=O', ['13_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C1(CC(CO1)O)O)O)=O	XSOCZPWENAPSDW	['C(C(C1(CC(CO1)O)O)O)=O', ['287_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(CO)O)=O)O)=O', ['15_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C1C(CC(CO)(O1)O)O)=O	DNFROWGDJNTHSQ	['C(C1C(CC(CO)(O1)O)O)=O', ['289_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C1C(C(C(C)(O1)O)O)O)=O	DUPMVEXRXRIHES	['C(C1C(C(C(C)(O1)O)O)O)=O', ['291_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['23_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C(C1C(CC(O)O1)O)O)=O	DLPYFNDTPUTRMF	['C(C(C1C(CC(O)O1)O)O)=O', ['294_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(C=O)O)O)O)=O', ['25_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C1(CC(C(CO1)O)O)O)=O	LBJWYRASHSNTEP	['C(C1(CC(C(CO1)O)O)O)=O', ['300_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G2	C(C1C(C(CC(O1)O)O)O)=O	MRAMFUAQJIBLST	['C(C1C(C(CC(O1)O)O)O)=O', ['305_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CC(C(C(C=O)O)O)O)=O', ['25_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1(C(C(C(C1)O)O)O)=O	SLBWSONHNKBIMR	['C1(C(C(C(C1)O)O)O)=O', ['322_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['60_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1(C(C(C(CC1O)O)O)O)=O	DDAFIEJZOHGAHJ	['C1(C(C(C(CC1O)O)O)O)=O', ['325_0', 'Aldol Condensation'], 'C(C(CC(C(CO)=O)O)O)=O', ['93_0', 'Keto-enol migration twice'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1(C(C(C(C1)O)(CO)O)O)=O	PMAODVYIDXXALG	['C1(C(C(C(C1)O)(CO)O)O)=O', ['327_0', 'Aldol Condensation'], 'C(CO)(C(CC(CO)=O)O)=O', ['99_0', 'Keto-enol migration twice'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1(C(CC(CO)(C1O)O)O)=O	ZMGSZYMAJOOYKF	['C1(C(CC(CO)(C1O)O)O)=O', ['329_0', 'Aldol Condensation'], 'C(CO)(C(CC(CO)=O)O)=O', ['99_0', 'Keto-enol migration twice'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1(C(C(C(CO)(C1)O)O)O)=O	UHQNRQMTZAQCBL	['C1(C(C(C(CO)(C1)O)O)O)=O', ['331_0', 'Aldol Condensation'], 'C(C)(C(C(C(CO)=O)O)O)=O', ['103_0', 'Keto-enol migration twice'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['23_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1(C(C(C(C)(C1O)O)O)O)=O	QCSROUGOTJEQJK	['C1(C(C(C(C)(C1O)O)O)O)=O', ['333_0', 'Aldol Condensation'], 'C(C)(C(C(C(CO)=O)O)O)=O', ['103_0', 'Keto-enol migration twice'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['23_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1(C(C(CC(C1O)O)O)O)=O	DNWNZFQXCIWUSQ	['C1(C(C(CC(C1O)O)O)O)=O', ['335_0', 'Aldol Condensation'], 'C(CC(C(C(CO)=O)O)O)=O', ['107_0', 'Keto-enol migration twice'], 'C(CC(C(C(C=O)O)O)O)=O', ['25_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C1C(C(C(C(C=1)=O)O)O)O	UDGPTYYVDNKAPG	['C1C(C(C(C(C=1)=O)O)O)O', ['365_0', 'Aldol Condensation'], 'C(C(C=CC(CO)=O)O)=O', ['264_0', 'Elimination2'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C(C(C)(C(C(CO)=O)O)O)=O	HCDKHGUYCIRFGC	['C(C(C)(C(C(CO)=O)O)O)=O', ['373_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['48_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['6_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C(C(CC(CO)(CO)O)=O)=O	GBYNVYGBOCCFCK	['C(C(CC(CO)(CO)O)=O)=O', ['375_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['48_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['6_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C(C(C(C(CO)=O)O)O)=O	XIIKTJZKWRJKSI	['C(C(C(C(CO)=O)O)O)=O', ['391_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['48_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['6_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G3	C(CO)(C(C(CO)(C)O)O)=O	HFVQLJMYXMMRQM	['C(CO)(C(C(CO)(C)O)O)=O', ['412_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['48_0', 'Retro Aldol'], 'C(CO)(C(C(C(CO)O)O)O)=O', ['6_0', 'Keto-enol migration twice'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
