Generation	Smiles	Inchi	Pathway
G4	C(C(C(C(CO)=O)O)O)=O	XIIKTJZKWRJKSI	['C(C(C(C(CO)=O)O)O)=O', ['468_0', 'Aldol Condensation'], 'C(C=O)=O', ['163_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['32_0', 'Knoevenagel H (inv)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CO)(C(C(C=CC)O)O)=O	RYCHFSRHCLUTFG	['C(CO)(C(C(C=CC)O)O)=O', ['499_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['186_0', 'Cannizarro 2, HCHO (oxidation)'], 'O']
G4	C(CO)(C(C(CC=C)O)O)=O	JQKKLRZBJKKYKA	['C(CO)(C(C(CC=C)O)O)=O', ['501_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['186_0', 'Cannizarro 2, HCHO (oxidation)'], 'O']
G4	C(C(C=C)C(CO)(CO)O)=O	HGCVVBPIYXZFHU	['C(C(C=C)C(CO)(CO)O)=O', ['503_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['186_0', 'Cannizarro 2, HCHO (oxidation)'], 'O']
G4	C(C(C(C(C(O)=O)=O)O)O)=CC	SPTSHTNHKIYNET	['C(C(C(C(C(O)=O)=O)O)O)=CC', ['505_0', 'Aldol Condensation'], 'C(C(CO)=O)(O)=O', ['198_0', 'Cannizarro 2, HCHO (reduction)'], 'O']
G4	C(CC(C(C(C(O)=O)=O)O)O)=C	CGSUUBFQEYBUHN	['C(CC(C(C(C(O)=O)=O)O)O)=C', ['507_0', 'Aldol Condensation'], 'C(C(CO)=O)(O)=O', ['198_0', 'Cannizarro 2, HCHO (reduction)'], 'O']
G4	C(C(C=C)C(C(O)=O)(CO)O)=O	AWDGWTFUKQQJCS	['C(C(C=C)C(C(O)=O)(CO)O)=O', ['509_0', 'Aldol Condensation'], 'C(C(CO)=O)(O)=O', ['198_0', 'Cannizarro 2, HCHO (reduction)'], 'O']
G4	C(C(C=C)C(C(C(O)=O)O)O)=O	SJZRASXLILFQKA	['C(C(C=C)C(C(C(O)=O)O)O)=O', ['513_0', 'Aldol Condensation'], 'C(C(C=O)O)(O)=O', ['236_0', 'Knoevenagel H (inv)'], 'C(C(C)(C(C(C(O)=O)O)O)O)(O)=O', ['40_0', 'Hydration of C(=O)C'], 'O']
G4	C(CC(C(CO)C(C)O)O)=O	IJELXDASVZBMMQ	['C(CC(C(CO)C(C)O)O)=O', ['547_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(CO)C(CC=O)O)(O)=O	BYFVAUICPMKDDJ	['C(C(CO)C(CC=O)O)(O)=O', ['549_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CC(C(C(CO)O)=O)O)=O	ZJCIIXYSVSASQO	['C(CC(C(C(CO)O)=O)O)=O', ['551_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(CO)O)(CC=O)O)=O	TXIVWMLJMZFCNJ	['C(C(C(CO)O)(CC=O)O)=O', ['553_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CC(CC(CC=O)O)O)(O)=O	ZRWVYMYNRQBSNY	['C(CC(CC(CC=O)O)O)(O)=O', ['560_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(CC=O)O)C(C)O)(O)=O	LYOZQSQTEXUSOK	['C(C(C(CC=O)O)C(C)O)(O)=O', ['563_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CC(CC(C(CO)=O)O)O)=O	SOGAVCGXUDYGJE	['C(CC(CC(C(CO)=O)O)O)=O', ['565_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CC(C(CO)(CC=O)O)O)=O	AKPFQQOYLJSYAD	['C(CC(C(CO)(CC=O)O)O)=O', ['567_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CC(C(C(C(C)O)O)=O)O)=O	CERFZCXKHSEBOU	['C(CC(C(C(C(C)O)O)=O)O)=O', ['570_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(CO)(CC(CC=O)O)O)=O	JOSOCCWADUOCPZ	['C(C(CO)(CC(CC=O)O)O)=O', ['572_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(C(C)O)O)(CC=O)O)=O	ZJCWVTVBEZYDBK	['C(C(C(C(C)O)O)(CC=O)O)=O', ['577_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(CCO)(CC=O)O)(O)=O	FWTFAZWTXINKAL	['C(C(CCO)(CC=O)O)(O)=O', ['588_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CO)(C(C(C)O)(CC=O)O)=O	QSDQDRYSJZZGFY	['C(CO)(C(C(C)O)(CC=O)O)=O', ['601_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(CO)(CC=O)O)(C(C)O)=O	PUEUNWOFGBGIIR	['C(C(CO)(CC=O)O)(C(C)O)=O', ['603_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(C)O)=O)(C(C(C)O)O)=O	MHXSFDSQMMPVDI	['C(C(C(C)O)=O)(C(C(C)O)O)=O', ['605_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CC(CO)(CO)O)=O	RLJYTLNHFAJLAE	['C(CC(CO)(CO)O)=O', ['617_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CO)(C(C(C)O)O)=O	MRKRITSFTIHTAQ	['C(CO)(C(C(C)O)O)=O', ['619_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(CO)(CC=O)O)(O)=O	HJUVFMUQYBJUTI	['C(C(CO)(CC=O)O)(O)=O', ['621_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(C(C)O)O)=O)(O)=O	AQECHFBKXAXPCW	['C(C(C(C(C)O)O)=O)(O)=O', ['623_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C)(C(CC=O)O)O)(O)=O	LNKOAMWTAGISQQ	['C(C(C)(C(CC=O)O)O)(O)=O', ['625_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CC(C(C(O)=O)O)O)=O	WNQQMTOQQGYXCH	['C(CC(C(C(O)=O)O)O)=O', ['627_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(CO)C(C)(CC=O)O)(O)=O	WXIPGANFELPGDO	['C(C(CO)C(C)(CC=O)O)(O)=O', ['629_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(CC(C)O)=O)CO)(O)=O	VGWFDCYHAOVYIA	['C(C(C(CC(C)O)=O)CO)(O)=O', ['631_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(CO)=O)O)(O)=O	SCSGVVIUUUPOOJ	['C(C(C(CO)=O)O)(O)=O', ['680_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(C)O)C(CCO)O)=O	PYSZIFWAJDKTNW	['C(C(C(C)O)C(CCO)O)=O', ['698_0', 'Aldol Condensation'], 'C(CC(C)O)=O', ['10_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(CO)C(CC(C)O)O)=O	RVQGVBCPLPOHQI	['C(C(CO)C(CC(C)O)O)=O', ['700_0', 'Aldol Condensation'], 'C(CC(C)O)=O', ['10_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(C(C=O)O)O)C(C)O)=O	NMHUEPOFCSNPNG	['C(C(C(C(C=O)O)O)C(C)O)=O', ['704_0', 'Aldol Condensation'], 'C(CC(C)O)=O', ['10_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C(C)O)C(CO)(CO)O)=O	RCAWASAKGJMHCF	['C(C(C(C)O)C(CO)(CO)O)=O', ['706_0', 'Aldol Condensation'], 'C(CC(C)O)=O', ['10_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(CO)(C(C(CC(C)O)O)O)=O	XMJUZRXXVAEMRE	['C(CO)(C(C(CC(C)O)O)O)=O', ['708_0', 'Aldol Condensation'], 'C(CC(C)O)=O', ['10_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G4	C(C(C=O)C(CCO)O)(O)=O	VAOSYMFYNXRHKS	['C(C(C=O)C(CCO)O)(O)=O', ['722_0', 'Aldol Condensation'], 'C(CC(O)=O)=O', ['12_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
